"Year","Month","latitude","longitude","Database","LogNumber","Project","Date","Station","SerialNumber","SampleID","Species","Depth","SurfaceTemperature","SurfaceConductivity","SurfacePPT","Secchi","Turbidity","ForkLength","TotalBodyWeight","Acanthocyclops spp","Acartia spp","Acartia copepodid","Acartiella sinensis","Acartiella copepodid","Barnacle nauplii","Bosmina spp","Ceriodaphnia spp","Calanoid copepodid","Chironomid larvae","Clams","Copepod nauplii","Corophium type","Crab megalope","Crab zoea","Cumaceans","Cyclopoid copepodid","Daphnia spp","Diaphanosoma spp","Diaptomus spp","Diaptomus copepodid","Eurytemora spp","Eurytemora copepodid","Eurytemora nauplii","Fish eggs","Gammarus type","Harpacticoids","Hyperacanthomysis longirostris","Isopods","Limnoithona spp","Limnoithona copepodid","Longfin Smelt","Neomysis kadiakensis","Neomysis mercedis","Oithona davisae","Oithona copepodid","Osphranticum","Ostracods","Other calanoid","Other cladocera","Other cyclopoid","Other insect larvae","Other malacostraca","Other zooplankton","Pacific Herring","Palaemon","Prickly Sculpin","Pseudodiaptomus forbesi","Pseudodiaptomus marinus","Pseudodiaptomus spp","Pseudodiaptomus copepodid","Pseudodiaptomus nauplii","Sinocalanus spp","Sinocalanus copepodid","Sinocalanus nauplii","Synchaeta","Terrestrial invertebrates","Tortanus dextrilobatus","Tortanus spp","Tortanus copepodid","Tridentiger spp","Unid amphipod","Unid calanoid","Unid cladocera","Unid copepod","Unid cyclopoid","Unid fish","Unid mysids","Nippoleucon hinumensis","Region"
2014,8,38.404222,-121.615639,"FLaSH",1978,"GES",2014-08-21,"797","188","FLaSH 1978 GES 2014-08-21 797 188","Delta Smelt",9.1,23.3,541,0.25,45,28.2,47,0.7371,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,31,22,1,1,0,0,0,0,0,0,0,0,21,0,1,0,0,0,0,"Middle"
2014,8,38.404222,-121.615639,"FLaSH",1983,"GES",2014-08-21,"797","202","FLaSH 1983 GES 2014-08-21 797 202","Delta Smelt",9.1,23.3,541,0.25,45,28.2,52,1.0057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,2,0,0,29,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,3,119,12,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,"Middle"
2014,8,38.404222,-121.615639,"FLaSH",1985,"GES",2014-08-21,"797","206","FLaSH 1985 GES 2014-08-21 797 206","Delta Smelt",9.1,23.3,541,0.25,45,28.2,45,0.7225,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,47,7,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,"Middle"
2014,8,38.404222,-121.615639,"FLaSH",1995,"GES",2014-08-21,"797","238","FLaSH 1995 GES 2014-08-21 797 238","Delta Smelt",9.1,23.3,541,0.25,45,28.2,52,1.0637,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Middle"
2014,8,38.404222,-121.615639,"FLaSH",1982,"GES",2014-08-21,"797","200","FLaSH 1982 GES 2014-08-21 797 200","Delta Smelt",9.1,23.3,541,0.25,45,28.2,47,0.7223,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,11,0,0,13,47,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Middle"
2014,8,38.404222,-121.615639,"FLaSH",1973,"GES",2014-08-21,"797","173","FLaSH 1973 GES 2014-08-21 797 173","Delta Smelt",9.1,23.3,541,0.25,45,28.2,51,0.9619,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Middle"
2014,8,38.404222,-121.615639,"FLaSH",1975,"GES",2014-08-21,"797","178","FLaSH 1975 GES 2014-08-21 797 178","Delta Smelt",9.1,23.3,541,0.25,45,28.2,47,0.8859,0,0,0,11,0,0,0,0,1,0,0,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,21,70,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,"Middle"
2014,8,38.404222,-121.615639,"FLaSH",1989,"GES",2014-08-21,"797","226","FLaSH 1989 GES 2014-08-21 797 226","Delta Smelt",9.1,23.3,541,0.25,45,28.2,48,0.8233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Middle"
2014,8,38.404222,-121.615639,"FLaSH",1990,"GES",2014-08-21,"797","228","FLaSH 1990 GES 2014-08-21 797 228","Delta Smelt",9.1,23.3,541,0.25,45,28.2,51,1.0045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,30,7,10,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,"Middle"
2014,8,38.404222,-121.615639,"FLaSH",1992,"GES",2014-08-21,"797","230","FLaSH 1992 GES 2014-08-21 797 230","Delta Smelt",9.1,23.3,541,0.25,45,28.2,44,0.5018,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,71,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,"Middle"
2014,8,38.404222,-121.615639,"FLaSH",1993,"GES",2014-08-21,"797","233","FLaSH 1993 GES 2014-08-21 797 233","Delta Smelt",9.1,23.3,541,0.25,45,28.2,46,0.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Middle"
2014,8,38.404222,-121.615639,"FLaSH",1984,"GES",2014-08-21,"797","203","FLaSH 1984 GES 2014-08-21 797 203","Delta Smelt",9.1,23.3,541,0.25,45,28.2,48,0.8683,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Middle"
2014,8,38.404222,-121.615639,"FLaSH",1969,"GES",2014-08-21,"797","153","FLaSH 1969 GES 2014-08-21 797 153","Delta Smelt",9.1,23.3,541,0.25,45,28.2,50,0.7733,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,5,0,16,0,0,0,0,0,0,0,1,1,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Middle"
2014,12,38.404222,-121.615639,"FLaSH",1907,"GES",2014-12-02,"797","338","FLaSH 1907 GES 2014-12-02 797 338","Delta Smelt",7.6,13.7,492,0.22,30,55.3,61,1.3061,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,6,0,2,0,0,1,0,"Middle"
2014,12,38.404222,-121.615639,"FLaSH",1908,"GES",2014-12-02,"797","339","FLaSH 1908 GES 2014-12-02 797 339","Delta Smelt",11.9,13.8,491,0.22,26,55.8,56,1.1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,"Middle"
2014,8,38.404222,-121.615639,"FLaSH",1988,"GES",2014-08-21,"797","222","FLaSH 1988 GES 2014-08-21 797 222","Delta Smelt",9.1,23.3,541,0.25,45,28.2,56,1.2316,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,8,25,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,"Middle"
2014,8,38.404222,-121.615639,"FLaSH",1972,"GES",2014-08-21,"797","169","FLaSH 1972 GES 2014-08-21 797 169","Delta Smelt",9.1,23.3,541,0.25,45,28.2,44,0.634,0,0,0,0,0,0,0,0,15,0,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,"Middle"
2014,8,38.404222,-121.615639,"FLaSH",1987,"GES",2014-08-21,"797","219","FLaSH 1987 GES 2014-08-21 797 219","Delta Smelt",9.1,23.3,541,0.25,45,28.2,47,0.9737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1,0,0,62,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,13,157,9,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,"Middle"
2014,8,38.404222,-121.615639,"FLaSH",1986,"GES",2014-08-21,"797","207","FLaSH 1986 GES 2014-08-21 797 207","Delta Smelt",9.1,23.3,541,0.25,45,28.2,49,0.9793,0,0,0,0,0,0,0,0,19,0,0,16,0,0,0,0,0,0,9,1,0,0,0,0,0,0,2,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,15,125,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,"Middle"
2014,8,38.404222,-121.615639,"FLaSH",1971,"GES",2014-08-21,"797","168","FLaSH 1971 GES 2014-08-21 797 168","Delta Smelt",9.1,23.3,541,0.25,45,28.2,41,0.5406,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,27,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,"Middle"
2012,1,38.20712,-121.66008,"FLaSH",387,"SKT",2012-01-19,"713","4100","FLaSH 387 SKT 2012-01-19 713 4100","Delta Smelt",12.5,8.2,225,0.1,63,11,68,2.0371,3,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,22,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,"Lower"
2012,3,38.20712,-121.66008,"FLaSH",514,"SKT",2012-03-08,"713","4634","FLaSH 514 SKT 2012-03-08 713 4634","Delta Smelt",11.6,10.7,274,0.12,35,37,65,2.1541,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,"Lower"
2012,3,38.20712,-121.66008,"FLaSH",516,"SKT",2012-03-08,"713","4628","FLaSH 516 SKT 2012-03-08 713 4628","Delta Smelt",11.6,10.7,274,0.12,35,37,66,1.8901,6,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,8,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,4,1,0,0,"Lower"
2012,3,38.20712,-121.66008,"FLaSH",511,"SKT",2012-03-08,"713","4625","FLaSH 511 SKT 2012-03-08 713 4625","Delta Smelt",11.6,10.7,274,0.12,35,37,68,2.2155,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,4,0,7,0,0,0,"Lower"
2012,3,38.20712,-121.66008,"FLaSH",510,"SKT",2012-03-08,"713","4619","FLaSH 510 SKT 2012-03-08 713 4619","Delta Smelt",11.6,10.7,274,0.12,35,37,64,1.8466,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,3,0,0,0,"Lower"
2012,3,38.20712,-121.66008,"FLaSH",513,"SKT",2012-03-08,"713","4632","FLaSH 513 SKT 2012-03-08 713 4632","Delta Smelt",11.6,10.7,274,0.12,35,37,66,2.3058,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,"Lower"
2012,3,38.20712,-121.66008,"FLaSH",515,"SKT",2012-03-08,"713","4636","FLaSH 515 SKT 2012-03-08 713 4636","Delta Smelt",11.6,10.7,274,0.12,35,37,71,2.8943,1,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,4,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,"Lower"
2012,5,38.20712,-121.66008,"FLaSH",1253,"SKT",2012-05-02,"713","5068","FLaSH 1253 SKT 2012-05-02 713 5068","Delta Smelt",11.6,17.1,229,0.1,58,21,68,2.6728,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,46,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"Lower"
2012,3,38.20712,-121.66008,"FLaSH",519,"SKT",2012-03-08,"713","4633","FLaSH 519 SKT 2012-03-08 713 4633","Delta Smelt",11.6,10.7,274,0.12,35,37,65,NA,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,"Lower"
2014,3,38.20712,-121.66008,"FLaSH",1505,"SKT",2014-03-12,"713","559","FLaSH 1505 SKT 2014-03-12 713 559","Delta Smelt",12.5,14.5,254,0.11,35,38,70,2.1643,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,"Lower"
2014,1,38.20712,-121.66008,"FLaSH",1468,"SKT",2014-01-15,"713","144","FLaSH 1468 SKT 2014-01-15 713 144","Delta Smelt",8.2,9.3,231,0.1,98,8,65,1.7515,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,3,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,"Lower"
2012,3,38.20712,-121.66008,"FLaSH",521,"SKT",2012-03-08,"713","4627","FLaSH 521 SKT 2012-03-08 713 4627","Delta Smelt",11.6,10.7,274,0.12,35,37,69,2.178,4,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,20,9,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,"Lower"
2012,1,38.20712,-121.66008,"FLaSH",388,"SKT",2012-01-19,"713","4098","FLaSH 388 SKT 2012-01-19 713 4098","Delta Smelt",12.5,8.2,225,0.1,63,11,68,2.2817,12,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,16,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,20,0,0,0,0,0,"Lower"
2014,2,38.20712,-121.66008,"FLaSH",1488,"SKT",2014-02-12,"713","360","FLaSH 1488 SKT 2014-02-12 713 360","Delta Smelt",11.6,11.7,291,0.13,51,21,70,2.6698,3,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,2,112,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,"Lower"
2012,3,38.20712,-121.66008,"FLaSH",508,"SKT",2012-03-08,"713","4616","FLaSH 508 SKT 2012-03-08 713 4616","Delta Smelt",11.6,10.7,274,0.12,35,37,61,2.5876,16,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lower"
2012,1,38.20712,-121.66008,"FLaSH",389,"SKT",2012-01-19,"713","4101","FLaSH 389 SKT 2012-01-19 713 4101","Delta Smelt",12.5,8.2,225,0.1,63,11,65,1.981,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,33,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,3,23,0,0,0,0,0,"Lower"
2012,4,38.20712,-121.66008,"FLaSH",646,"SKT",2012-04-04,"713","4920","FLaSH 646 SKT 2012-04-04 713 4920","Delta Smelt",11.6,13,273,0.12,38,40,64,3.5413,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,"Lower"
2012,3,38.20712,-121.66008,"FLaSH",507,"SKT",2012-03-08,"713","4613","FLaSH 507 SKT 2012-03-08 713 4613","Delta Smelt",11.6,10.7,274,0.12,35,37,67,2.1534,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lower"
2013,2,38.20712,-121.66008,"FLaSH",1174,"SKT",2013-02-06,"713","6309","FLaSH 1174 SKT 2013-02-06 713 6309","Delta Smelt",14,10.3,250,0.11,75,11,67,1.9831,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,38,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Lower"
2012,3,38.20712,-121.66008,"FLaSH",509,"SKT",2012-03-08,"713","4621","FLaSH 509 SKT 2012-03-08 713 4621","Delta Smelt",11.6,10.7,274,0.12,35,37,67,2.4666,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,16,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"Lower"
2014,2,38.20712,-121.66008,"FLaSH",1489,"SKT",2014-02-12,"713","361","FLaSH 1489 SKT 2014-02-12 713 361","Delta Smelt",11.6,11.7,291,0.13,51,21,68,2.1969,5,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,1,73,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,0,1,0,0,0,"Lower"
2012,3,38.20712,-121.66008,"FLaSH",512,"SKT",2012-03-08,"713","4626","FLaSH 512 SKT 2012-03-08 713 4626","Delta Smelt",11.6,10.7,274,0.12,35,37,69,2.4134,6,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,8,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,11,0,0,0,0,0,3,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,"Lower"
2014,1,38.20712,-121.66008,"FLaSH",1467,"SKT",2014-01-15,"713","143","FLaSH 1467 SKT 2014-01-15 713 143","Delta Smelt",8.2,9.3,231,0.1,98,8,71,2.5605,18,0,0,0,0,0,1,8,0,0,0,0,1,0,0,0,61,24,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,15,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,12,2,0,0,0,0,"Lower"
2012,3,38.20712,-121.66008,"FLaSH",518,"SKT",2012-03-08,"713","4635","FLaSH 518 SKT 2012-03-08 713 4635","Delta Smelt",11.6,10.7,274,0.12,35,37,69,2.8582,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,9,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,1,1,4,0,4,0,0,0,"Lower"
2014,4,38.22295,-121.67362,"FLaSH",1601,"SKT",2014-04-08,"715","582","FLaSH 1601 SKT 2014-04-08 715 582","Delta Smelt",12.8,15.8,253,0.11,72,11,74,2.8719,3,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,4,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lower"
2014,1,38.22295,-121.67362,"FLaSH",1473,"SKT",2014-01-15,"715","149","FLaSH 1473 SKT 2014-01-15 715 149","Delta Smelt",12.2,9.2,236,0.1,89,10,68,2.3482,6,0,0,0,0,0,0,4,0,1,0,0,2,0,0,0,31,18,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,22,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,1,0,0,0,0,0,"Lower"
2012,1,38.22295,-121.67362,"FLaSH",391,"SKT",2012-01-19,"715","4103","FLaSH 391 SKT 2012-01-19 715 4103","Delta Smelt",15.2,8.2,219,0.09,82,11,68,2.0204,0,0,0,0,0,0,1,9,0,1,0,0,1,0,0,0,0,50,0,23,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,"Lower"
2014,1,38.22295,-121.67362,"FLaSH",1470,"SKT",2014-01-15,"715","146","FLaSH 1470 SKT 2014-01-15 715 146","Delta Smelt",12.2,9.2,236,0.1,89,10,66,2.0584,8,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,20,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,"Lower"
2012,1,38.22295,-121.67362,"FLaSH",390,"SKT",2012-01-19,"715","4102","FLaSH 390 SKT 2012-01-19 715 4102","Delta Smelt",15.2,8.2,219,0.09,82,11,67,2.0271,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,"Lower"
2012,1,38.22295,-121.67362,"FLaSH",392,"SKT",2012-01-19,"715","4104","FLaSH 392 SKT 2012-01-19 715 4104","Delta Smelt",15.2,8.2,219,0.09,82,11,62,1.5554,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,80,0,13,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,"Lower"
2016,2,38.22295,-121.67362,"FLaSH",2173,"SKT",2016-02-10,"715","7274","FLaSH 2173 SKT 2016-02-10 715 7274","Delta Smelt",13.4,10.9,271,0.12,58,23,67,2.1038,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,5,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,"Lower"
2014,3,38.22295,-121.67362,"FLaSH",1507,"SKT",2014-03-12,"715","556","FLaSH 1507 SKT 2014-03-12 715 556","Delta Smelt",14.3,14.5,255,0.11,28,40,78,2.8096,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,43,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,16,0,0,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,"Lower"
2013,1,38.22295,-121.67362,"FLaSH",1080,"SKT",2013-01-09,"715","6259","FLaSH 1080 SKT 2013-01-09 715 6259","Delta Smelt",14.9,7.8,237,0.1,42,34,63,1.6571,32,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,3,46,0,28,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,48,0,2,0,0,0,"Lower"
2012,4,38.22295,-121.67362,"FLaSH",650,"SKT",2012-04-04,"715","4927","FLaSH 650 SKT 2012-04-04 715 4927","Delta Smelt",NA,13.4,312,NA,34,42,67,2.7536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lower"
