"","SampleID","ForkLength","TotalBodyWeight","Month","Year","Region","acartela","allcopnaup","daphnia","eurytem","limno","othcalad","othcaljuv","othclad","othcyc","other","pdiapfor","pdiapjuv","sino","amphipod","mysids"
"344","FLaSH 1185 SKT 2013-03-06 719 6422",79,3.5939,3,2013,"Lower",0,0,0,3,0,16,12.67,1,25.12,0,5.32,0,630.85,0,0
"345","FLaSH 1186 SKT 2013-03-06 719 6423",68,2.3803,3,2013,"Lower",0,0,4,6,0,13,5.42,0,43.2,0,7.98,0,272.8,0,0
"346","FLaSH 1187 SKT 2013-03-06 719 6424",73,2.2715,3,2013,"Lower",0,0,0,18,0,53,6.52,2,63.2,0,18.62,0,170.5,0,0
"347","FLaSH 1188 SKT 2013-03-06 719 6427",70,2.0702,3,2013,"Lower",0,0,0,0,0,126,0,0,33.44,0,5.32,0,177.32,0,0
"348","FLaSH 1189 SKT 2013-03-06 719 6436",68,2.4087,3,2013,"Lower",0,0,12,3,0,453,1.5,0,66.4,1,10.64,0,358.05,0,0
"349","FLaSH 1190 SKT 2013-03-06 719 6431",69,2.2655,3,2013,"Lower",0,0,0,3,0,403,3.62,0,31.52,0,5.32,0,627.44,0,0
"350","FLaSH 1358 SKT 2013-03-06 719 6439",64,2.3361,3,2013,"Lower",0,0,0,0,0,69,5.43,1,48,0.28,2.66,0,129.58,0,0
"351","FLaSH 1155 SKT 2013-04-04 719 6476",68,2.5726,4,2013,"Lower",0,0,4,45,0,24,6.83,0,1.6,0,7.98,0,497.86,0,0
"352","FLaSH 1155 SKT 2013-04-04 719 6476",NA,NA,4,2013,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,2.44867907435587,0
"353","FLaSH 1226 STN 2013-06-11 719 44",41,0.4318,6,2013,"Lower",0,0,0,0,0,18,0,0,0,0,133,20.7,0,0,0
"354","FLaSH 1227 STN 2013-06-11 719 47",30,0.1641,6,2013,"Lower",0,0.1,0,0,0,3,0,0,0,0,71.82,16.1,0,0,0
"355","FLaSH 1228 STN 2013-06-11 719 48",30,0.1852,6,2013,"Lower",0,0,0,0,0,24,0,0,0,0,82.46,2.3,20.46,0,0
"356","FLaSH 1229 STN 2013-06-11 719 49",26,0.1012,6,2013,"Lower",0,0,0,0,0,6,0,0,0,0,63.84,3.45,0,0,0
"357","FLaSH 1230 STN 2013-06-11 719 50",28,0.1458,6,2013,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"358","FLaSH 1231 STN 2013-06-11 719 51",32,0.2121,6,2013,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"359","FLaSH 1232 STN 2013-06-11 719 53",24,0.1103,6,2013,"Lower",0,0,0,0,0,0,0,0,0,0,5.32,1.15,0,0,0
"360","FLaSH 1233 STN 2013-06-24 719 100",33,0.2255,6,2013,"Lower",0,0,0,0,0,3,0,0,0,0,53.2,2.3,3.41,0,0
"361","FLaSH 1234 STN 2013-06-24 719 101",28,0.1456,6,2013,"Lower",0,0,0,0,0,3,0,0,0,0,0,0,10.23,0,0
"362","FLaSH 1312 STN 2013-06-11 723 43",23,0.1009,6,2013,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"363","FLaSH 1313 STN 2013-06-11 797 57",40,0.4483,6,2013,"Middle",0,0,0,0,0.13,3,5.12,0,0,0,34.58,8.05,10.23,0,0
"364","FLaSH 1314 STN 2013-06-11 797 58",34,0.2855,6,2013,"Middle",0,0.37,0,0,2.47,12,36.72,1,0,0,15.96,3.45,27.28,0,0
"365","FLaSH 1315 STN 2013-06-11 797 59",36,0.3636,6,2013,"Middle",0,0.2,0,0,0.65,0,17.12,1,0,0,39.9,32.2,23.87,0,0
"366","FLaSH 1316 STN 2013-06-11 797 60",37,0.3705,6,2013,"Middle",0,0,0,0,0.26,0,15.93,0,0,0,42.56,6.9,6.82,0,0
"367","FLaSH 1317 STN 2013-06-11 797 65",39,0.445,6,2013,"Middle",0,0,0,0,0.13,0,16.81,6,0,0,85.12,13.8,34.1,0,0
"368","FLaSH 1318 STN 2013-06-24 797 102",53,1.0719,6,2013,"Middle",0,0.1,0,0,0.13,0,6.62,1,0,0,2.66,2.3,3.41,0,0
"369","FLaSH 1319 STN 2013-06-24 797 103",44,0.6479,6,2013,"Middle",0,0,0,0,1.3,0,24.67,4,0,0,53.2,6.9,37.51,0,0
"370","FLaSH 1320 STN 2013-06-24 797 104",47,0.714,6,2013,"Middle",0,0,0,0,0.13,4,6,3,0,0,29.26,4.6,0,0,0
"371","FLaSH 1321 STN 2013-06-24 797 106",51,1.0454,6,2013,"Middle",0,0,0,0,0.26,39,77.11,3,3.36,0,135.66,9.2,327.36,0,0
"372","FLaSH 1341 STN 2013-07-22 719 0196",NA,NA,7,2013,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60426994121795
"373","FLaSH 1341 STN 2013-07-22 719 196",50,0.9359,7,2013,"Lower",0,0.1,0,0,1.43,0,6,7,0,0,281.96,11.5,85.25,0,0
"374","FLaSH 1342 STN 2013-07-22 719 198",49,0.749,7,2013,"Lower",0,0.37,0,0,2.73,54,7.5,0,0,0,787.36,11.5,30.69,0,0
"375","FLaSH 1343 STN 2013-07-22 719 0200",NA,NA,7,2013,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60426994121795
"376","FLaSH 1343 STN 2013-07-22 719 200",41,0.5065,7,2013,"Lower",0,0.1,0,0,0.13,22,0,0,0,0,391.02,10.35,13.64,0,0
"377","FLaSH 1344 STN 2013-07-22 719 0202",NA,NA,7,2013,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60426994121795
"378","FLaSH 1344 STN 2013-07-22 719 202",42,0.5058,7,2013,"Lower",0,0,0,0,0.81,27,1.81,1,0,0,303.24,10.35,13.64,0,0
"379","FLaSH 1371 STN 2013-07-22 719 0201",NA,NA,7,2013,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2262792408834
"380","FLaSH 1371 STN 2013-07-22 719 201",36,0.3097,7,2013,"Lower",0,0,0,0,0.78,24,0,0,3.36,0,353.78,13.8,0,0,0
"381","FLaSH 1374 STN 2013-07-22 719 199",54,0.9589,7,2013,"Lower",0,0.1,0,0,1.17,18,1.81,0,0,0,529.34,10.35,6.82,0,0
"382","FLaSH 1350 STN 2013-08-19 719 0294",NA,NA,8,2013,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29898327424363
"383","FLaSH 1350 STN 2013-08-19 719 294",32,0.2646,8,2013,"Lower",0,36.4,0,0,4.59,138,22.5,1,0,56,55.86,5.75,0,0,0
"384","FLaSH 1351 STN 2013-08-19 719 295",42,0.507,8,2013,"Lower",0,14.84,0,0,1.27,9,0,0,0,70,23.94,106.95,6.82,0,0
"385","FLaSH 1352 STN 2013-08-19 719 304",48,0.7427,8,2013,"Lower",0,18.9,0,0,2.81,207,11.12,4,8.16,88,34.58,34.5,23.87,0,0
"386","FLaSH 1356 STN 2013-08-19 719 305",44,0.5746,8,2013,"Lower",0,13,0,0,1.59,105,0,2,0,137,34.58,0,6.82,0,0
"387","FLaSH 1357 STN 2013-08-19 719 306",40,0.5079,8,2013,"Lower",0,31.9,0,0,2.22,60,4.78,0,0,48,10.64,3.45,3.41,0,0
"388","FLaSH 1354 STN 2013-08-05 797 249",46,0.5453,8,2013,"Middle",0,0.4,0,0,0.65,0,4.5,0,0,0,2.66,10.35,0,0,0
"389","FLaSH 1455 FMWT 2013-11-19 797 0749",NA,NA,11,2013,"Middle",0,0,0,0,0,0,0,0,0,0,0,0,0,1.57791581324621,0
"390","FLaSH 1455 FMWT 2013-11-19 797 749",59,1.3516,11,2013,"Middle",0,0.4,0,0,0.26,3,0,0,3.2,15,2.66,3.45,0,0,0
"391","FLaSH 1456 FMWT 2013-11-19 797 750",51,0.855,11,2013,"Middle",0,1.5,0,0,1.99,0,0,0,43.68,10,0,0,10.23,0,0
"392","FLaSH 1467 SKT 2014-01-15 713 0143",NA,NA,1,2014,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,182.178638846588,0
"393","FLaSH 1467 SKT 2014-01-15 713 143",71,2.5605,1,2014,"Lower",0,0,96,0,0,54,0,31.6,208.48,0,61.18,0,0,0,0
"394","FLaSH 1468 SKT 2014-01-15 713 0144",NA,NA,1,2014,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,120.649716470226,0
"395","FLaSH 1468 SKT 2014-01-15 713 144",65,1.7515,1,2014,"Lower",0,0,12,3,0,16,0,9,33.12,0,10.64,0,0,0,0
"396","FLaSH 1469 SKT 2014-01-15 715 0145",NA,NA,1,2014,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,62.0700087089963,0
"397","FLaSH 1469 SKT 2014-01-15 715 145",56,1.3061,1,2014,"Lower",0,0,16,0,0,17,0,36,81.92,0,26.6,0,0,0,0
"398","FLaSH 1470 SKT 2014-01-15 715 0146",NA,NA,1,2014,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,46.1832539224666,0
"399","FLaSH 1470 SKT 2014-01-15 715 146",66,2.0584,1,2014,"Lower",0,0,20,0,0,4,0,9,92.48,0,15.96,0,0,0,0
"400","FLaSH 1471 SKT 2014-01-15 715 0147",NA,NA,1,2014,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,44.6789281122318,0
"401","FLaSH 1471 SKT 2014-01-15 715 147",73,2.3801,1,2014,"Lower",0,0,40,6,0,22,3.6,22,205.44,0,23.94,0,3.41,0,0
"402","FLaSH 1472 SKT 2014-01-15 715 148",66,1.9452,1,2014,"Lower",0,0,24,9,0,28,0,20,233.76,0,23.94,0,10.23,0,0
"403","FLaSH 1473 SKT 2014-01-15 715 0149",NA,NA,1,2014,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,46.2478176619411,0
"404","FLaSH 1473 SKT 2014-01-15 715 149",68,2.3482,1,2014,"Lower",0,0,72,0,0,26,0,23,143.68,0,23.94,0,0,0,0
"405","FLaSH 1474 SKT 2014-01-15 719 150",62,2.0832,1,2014,"Lower",0,0,8,6,0,26,0,1.6,41.44,0,550.62,1.15,44.33,0,0
"406","FLaSH 1488 SKT 2014-02-12 713 0360",NA,NA,2,2014,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,20.4265650571439,0
"407","FLaSH 1488 SKT 2014-02-12 713 360",70,2.6698,2,2014,"Lower",0,0,448,0,0,6,0,74,16.64,0.28,0,0,0,0,0
"408","FLaSH 1489 SKT 2014-02-12 713 0361",NA,NA,2,2014,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,28.2038107635211,0
"409","FLaSH 1489 SKT 2014-02-12 713 361",68,2.1969,2,2014,"Lower",0,0,292,3,0,18,0,48,21.76,0,0,0,0,0,0
"410","FLaSH 1490 SKT 2014-02-12 715 362",59,1.6339,2,2014,"Lower",0,0,132,0,0,15,0,11,1.6,0,2.66,0,0,0,0
"411","FLaSH 1491 SKT 2014-02-12 715 363",63,1.8004,2,2014,"Lower",0,0,96,0,0,6,0,31,13.44,0,2.66,0,0,0,0
"412","FLaSH 1505 SKT 2014-03-12 713 0559",NA,NA,3,2014,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,233.588817837136,0
"413","FLaSH 1505 SKT 2014-03-12 713 559",70,2.1643,3,2014,"Lower",0,0,64,0,0,12,0,15,20.16,0,0,0,0,0,0
"414","FLaSH 1506 SKT 2014-03-12 715 0555",NA,NA,3,2014,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,22.1495231974489,0
"415","FLaSH 1506 SKT 2014-03-12 715 555",65,2.1574,3,2014,"Lower",0,0,76,0,0,19,0,9,28.48,0,0,0,0,0,0
"416","FLaSH 1507 SKT 2014-03-12 715 0556",NA,NA,3,2014,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,398.350441881449,0
"417","FLaSH 1507 SKT 2014-03-12 715 556",78,2.8096,3,2014,"Lower",0,0,172,0,0,92,0,41,28.48,0,0,0,0,0,0
"418","FLaSH 1508 SKT 2014-03-12 715 0557",NA,NA,3,2014,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,24.8703094644441,0
"419","FLaSH 1508 SKT 2014-03-12 715 557",62,1.8243,3,2014,"Lower",0,0,64,0,0,16,0,9,18.4,0,0,0,0,0,0
"420","FLaSH 1573 SKT 2014-03-12 719 0507",NA,NA,3,2014,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,8.59767495611936,0
"421","FLaSH 1573 SKT 2014-03-12 719 507",62,1.4775,3,2014,"Lower",0,0,0,0,0,0,5.43,0,6.72,0,0,0,51.15,0,0
"422","FLaSH 1574 SKT 2014-03-12 719 0514",NA,NA,3,2014,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,6.30884590441926,0
"423","FLaSH 1574 SKT 2014-03-12 719 514",62,1.7122,3,2014,"Lower",0,0,0,0,0,0,9.05,0,4.96,0,2.66,0,47.74,0,0
"424","FLaSH 1575 SKT 2014-03-12 719 0515",NA,NA,3,2014,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,48.8178303980322,0
"425","FLaSH 1575 SKT 2014-03-12 719 515",69,2.3979,3,2014,"Lower",0,0,0,0,0,0,5.43,0,6.72,0,2.66,0,119.35,0,0
"426","FLaSH 1576 SKT 2014-03-12 719 0519",NA,NA,3,2014,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,1.57791581324621,0
"427","FLaSH 1576 SKT 2014-03-12 719 519",74,2.9707,3,2014,"Lower",0,0,0,0,0,0,0,1,0,0,0,0,3.41,0,0
"428","FLaSH 1577 SKT 2014-03-12 719 0526",NA,NA,3,2014,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,28.9750146668624,0
"429","FLaSH 1577 SKT 2014-03-12 719 526",65,2.2305,3,2014,"Lower",0,0,0,0,0,3,7.24,0,10.08,0,5.32,0,68.2,0,0
"430","FLaSH 1578 SKT 2014-03-12 719 0528",NA,NA,3,2014,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,30.6399268963313,0
"431","FLaSH 1578 SKT 2014-03-12 719 528",57,1.4438,3,2014,"Lower",0,0,0,0,0,0,21.72,0,0,0,5.32,0,54.56,0,0
"432","FLaSH 1579 SKT 2014-03-12 719 537",66,2.247,3,2014,"Lower",0,0,0,0,0,0,0,0,0,0,2.66,0,3.41,0,0
"433","FLaSH 1580 SKT 2014-03-12 719 0545",NA,NA,3,2014,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,4.43243604997965,0
"434","FLaSH 1580 SKT 2014-03-12 719 545",61,1.6629,3,2014,"Lower",0,0,0,0,0,6,21.72,0,1.6,1,0,0,153.45,0,0
"435","FLaSH 1581 SKT 2014-03-12 719 0547",NA,NA,3,2014,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,32.1798440003649,0
"436","FLaSH 1581 SKT 2014-03-12 719 547",56,1.4732,3,2014,"Lower",0,0,0,0,0,6,0,0,3.36,0,0,0,44.33,0,0
"437","FLaSH 1582 SKT 2014-03-12 719 0548",NA,NA,3,2014,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,15.4158342458004,0
"438","FLaSH 1582 SKT 2014-03-12 719 548",54,1.1229,3,2014,"Lower",0,0,0,0,0,0,0,0,3.36,0,0,0,0,0,0
"439","FLaSH 1595 SKT 2014-03-12 715 0558",NA,NA,3,2014,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,35.2517203901563,0
"440","FLaSH 1595 SKT 2014-03-12 715 558",65,2.6298,3,2014,"Lower",0,0,228,3,0,241,0,32,38.56,0,0,0,0,0,0
"441","FLaSH 1601 SKT 2014-04-08 715 0582",NA,NA,4,2014,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,27.1758918461288,0
"442","FLaSH 1601 SKT 2014-04-08 715 582",74,2.8719,4,2014,"Lower",0,0,16,0,0,16,0,3,10.08,0,7.98,0,6.82,0,0
"443","FLaSH 1602 SKT 2014-04-08 719 1",74,3.3796,4,2014,"Lower",0,0,0,12,0,93,0,3,3.36,0,10.64,0,453.53,0,0
"444","FLaSH 1603 SKT 2014-04-08 719 2",73,2.9603,4,2014,"Lower",0,0,0,6,0,33,1.81,0,0,0,7.98,1.15,641.08,0,0
"445","FLaSH 1604 SKT 2014-04-08 719 0003",NA,NA,4,2014,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,36.7784567716659,0
"446","FLaSH 1604 SKT 2014-04-08 719 3",69,2.8095,4,2014,"Lower",0,0,0,39,0.13,6,31.96,0,15.04,0,7.98,1.15,470.58,0,0
"447","FLaSH 1605 SKT 2014-04-08 719 583",68,2.065,4,2014,"Lower",0,0,0,9,0.04,6,34.08,1,6.56,0,7.98,0,801.35,0,0
"448","FLaSH 1606 SKT 2014-04-08 719 584",60,1.5325,4,2014,"Lower",0,0,0,0,0,12,3.62,0,0,0,18.62,1.15,416.02,0,0
"449","FLaSH 1607 SKT 2014-04-08 719 0588",NA,NA,4,2014,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,31.7037979183221,0
"450","FLaSH 1607 SKT 2014-04-08 719 588",68,2.2599,4,2014,"Lower",0,0,0,6,0,57,7.24,4,3.36,0,26.6,0,453.53,0,0
"451","FLaSH 1608 SKT 2014-04-08 719 589",69,NA,4,2014,"Lower",0,0,0,9,0,9,87.04,0,3.36,0,23.94,8.05,1517.45,0,0
"452","FLaSH 1609 SKT 2014-04-08 719 592",68,2.3124,4,2014,"Lower",0,0,0,0,0,78,39.2,1,0,0,21.28,1.15,1329.9,0,0
"453","FLaSH 1610 SKT 2014-04-08 719 593",60,1.6706,4,2014,"Lower",0,0,0,9,0,104,60,1,1.6,1,10.64,0,804.76,0,0
"454","FLaSH 1611 SKT 2014-04-08 719 599",61,1.903,4,2014,"Lower",0,0,0,3,0,9,2.9,0,0,0,5.32,0,695.64,0,0
"455","FLaSH 1617 SKT 2014-05-07 719 13",78,3.9693,5,2014,"Lower",0,0,0,3,0,0,3.62,0,0,0,26.6,0,225.06,0,0
"456","FLaSH 1618 SKT 2014-05-07 719 16",71,2.3383,5,2014,"Lower",0,0,0,0,0,0,0,0,0,0,143.64,0,739.97,0,0
"457","FLaSH 1619 SKT 2014-05-07 719 0017",NA,NA,5,2014,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,10.722877854809,0
"458","FLaSH 1619 SKT 2014-05-07 719 17",76,3.3431,5,2014,"Lower",0,0.07,0,0,0,0,5.43,0,0,0,93.1,4.6,402.38,0,0
"459","FLaSH 1620 SKT 2014-05-07 719 0019",NA,NA,5,2014,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,5.95148348667827,40.2387452738442
"460","FLaSH 1620 SKT 2014-05-07 719 19",75,3.5607,5,2014,"Lower",0,0,0,9,0.13,0,20.48,1,10.08,0,164.92,2.3,269.39,0,0
"461","FLaSH 1621 SKT 2014-05-07 719 20",75,2.957,5,2014,"Lower",0,0,0,0,0,0,1.81,0,0,0,10.64,0,143.22,0,0
"462","FLaSH 1622 SKT 2014-05-07 719 21",75,3.4432,5,2014,"Lower",0,0,0,6,0,0,3.62,0,3.36,0,26.6,0,354.64,0,0
"463","FLaSH 1623 SKT 2014-05-07 719 22",74,3.3634,5,2014,"Lower",0,0,0,0,0,0,1.81,0,0,0,13.3,0,85.25,0,0
"464","FLaSH 1624 SKT 2014-05-07 719 0025",NA,NA,5,2014,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,2.44867907435587,0
"465","FLaSH 1624 SKT 2014-05-07 719 25",73,2.9235,5,2014,"Lower",0,0,0,9,0,6,1.81,0,3.36,0,45.22,2.3,252.34,0,0
"466","FLaSH 1625 SKT 2014-05-07 719 0027",NA,NA,5,2014,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,6.94325569458669,0
"467","FLaSH 1625 SKT 2014-05-07 719 27",74,2.9654,5,2014,"Lower",0,0,0,0,0,27,0,0,3.36,0.28,82.46,0,276.21,0,0
"468","FLaSH 1626 SKT 2014-05-07 719 0030",NA,NA,5,2014,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,2.44867907435587,0
"469","FLaSH 1626 SKT 2014-05-07 719 30",71,2.6331,5,2014,"Lower",0,0,0,0,0,3,14.17,0,4.96,0,93.1,0,838.86,0,0
"470","FLaSH 1651 STN 2014-06-02 719 0001",NA,NA,6,2014,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9034075472805
"471","FLaSH 1651 STN 2014-06-02 719 1",82,4.6015,6,2014,"Lower",0,0.1,0,0,0,150,0,1,0,0,1486.94,72.45,54.56,0,0
"472","FLaSH 1652 STN 2014-06-02 719 2",41,0.4862,6,2014,"Lower",0,0,0,0,0,27,0,0,0,0,273.98,0,0,0,0
"473","FLaSH 1653 STN 2014-06-02 719 3",38,NA,6,2014,"Lower",0,0,0,0,0,3,0,0,0,0,95.76,0,0,0,0
"474","FLaSH 1654 STN 2014-06-02 719 4",36,0.3494,6,2014,"Lower",0,0,0,0,0.13,87,18,0,0,0,111.72,20.7,6.82,0,0
"475","FLaSH 1655 STN 2014-06-02 719 0006",NA,NA,6,2014,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6327348288643
"476","FLaSH 1655 STN 2014-06-02 719 6",33,0.2653,6,2014,"Lower",0,0,0,0,0,0,0,0,0,0,23.94,1.15,3.41,0,0
"477","FLaSH 1656 STN 2014-06-02 719 7",31,0.1797,6,2014,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"478","FLaSH 1657 STN 2014-06-02 719 8",27,0.121,6,2014,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"479","FLaSH 1658 STN 2014-06-02 797 14",26,0.1594,6,2014,"Middle",0,0,0,0,0,0,0,0,0,0,7.98,1.15,0,0,0
"480","FLaSH 1659 STN 2014-06-02 797 0015",NA,NA,6,2014,"Middle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7863890096254
"481","FLaSH 1659 STN 2014-06-02 797 15",27,0.1366,6,2014,"Middle",0,0,0,0,0,0,0,0,0,0,15.96,12.65,0,0,0
"482","FLaSH 1660 STN 2014-06-02 797 16",26,0.1143,6,2014,"Middle",0,0,0,0,0,0,0,0,0,0,15.96,3.45,3.41,0,0
"483","FLaSH 1661 STN 2014-06-02 797 18",28,0.1402,6,2014,"Middle",0,0,0,0,0,0,0,0,0,0,7.98,0,0,0,0
"484","FLaSH 1662 STN 2014-06-02 797 19",33,0.2618,6,2014,"Middle",0,0,0,0,3.37,0,1.81,0,33.6,0,45.22,1.15,44.33,0,0
"485","FLaSH 1663 STN 2014-06-02 797 20",27,0.1453,6,2014,"Middle",0,0.1,0,0,0.26,0,0,0,3.36,0,23.94,2.3,6.82,0,0
"486","FLaSH 1664 STN 2014-06-02 797 21",33,0.2566,6,2014,"Middle",0,0,0,0,0.78,3,0,0,13.44,0,106.4,12.65,0,0,0
"487","FLaSH 1665 STN 2014-06-02 797 23",27,0.7423,6,2014,"Middle",0,0,0,0,0.13,0,0,0,3.36,0,5.32,0,0,0,0
"488","FLaSH 1666 STN 2014-06-02 797 25",38,0.3821,6,2014,"Middle",0,0,0,0,24.96,18,3.21,1,60.48,0,34.58,4.6,122.76,0,0
"489","FLaSH 1667 STN 2014-06-18 797 133",41,0.5379,6,2014,"Middle",0,0,0,0,0,0,1.81,3,0,0,63.84,6.9,20.46,0,0
"490","FLaSH 1668 STN 2014-06-18 797 135",38,0.314,6,2014,"Middle",0,0,0,0,0.26,0,1.5,2,3.36,0,13.3,3.45,6.82,0,0
"491","FLaSH 1669 STN 2014-06-18 797 136",39,0.325,6,2014,"Middle",0,0.1,0,0,0.13,0,37.29,65,0,0,63.84,23,153.45,0,0
"492","FLaSH 1687 STN 2014-07-14 719 0147",NA,NA,7,2014,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80243909040543
"493","FLaSH 1687 STN 2014-07-14 719 147",37,0.398,7,2014,"Lower",0,0,0,0,0.13,3,40.24,4,0,0,114.38,41.4,75.02,0,0
"494","FLaSH 1688 STN 2014-07-14 719 148",34,0.2917,7,2014,"Lower",0,0,0,0,0,0,43.5,2,0,0,146.3,28.75,57.97,0,0
"495","FLaSH 1697 STN 2014-08-11 797 180",58,NA,8,2014,"Middle",0,0.4,0,0,1.43,45,25.5,1,3.36,0,202.16,25.3,6.82,0,0
"496","FLaSH 1969 GES 2014-08-21 797 0153",NA,NA,8,2014,"Middle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.30656981022086
"497","FLaSH 1969 GES 2014-08-21 797 153",50,0.7733,8,2014,"Middle",0,1.9,0,0,1.17,0,6,16,11.36,1,15.96,3.45,0,0,0
"498","FLaSH 1970 GES 2014-08-21 797 162",53,1.0377,8,2014,"Middle",0,4.9,0,0,2.86,33,0,20,14.72,0,2.66,16.1,40.92,0,0
"499","FLaSH 1971 GES 2014-08-21 797 168",41,0.5406,8,2014,"Middle",0,2.8,0,0,1.08,9,0,3,0,0,5.32,11.5,6.82,0,0
"500","FLaSH 1972 GES 2014-08-21 797 169",44,0.634,8,2014,"Middle",0,4.6,0,0,1.17,21,22.5,3,0,0,2.66,0,6.82,0,0
"501","FLaSH 1973 GES 2014-08-21 797 173",51,0.9619,8,2014,"Middle",0,0.4,0,0,0.26,0,0,0,0,0,2.66,8.05,0,0,0
"502","FLaSH 1974 GES 2014-08-21 797 177",44,0.7422,8,2014,"Middle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"503","FLaSH 1975 GES 2014-08-21 797 178",47,0.8859,8,2014,"Middle",29.37,7.5,0,0,1.95,0,1.5,16,0,1,10.64,24.15,0,0,0
"504","FLaSH 1976 GES 2014-08-21 797 182",42,0.5657,8,2014,"Middle",0,8.1,0,0,3.72,6,16.5,20,0,0,7.98,5.75,17.05,0,0
"505","FLaSH 1977 GES 2014-08-21 797 185",49,0.9003,8,2014,"Middle",0,7.5,0,0,2.76,0,4.5,8,1.6,3,15.96,0,13.64,0,0
"506","FLaSH 1978 GES 2014-08-21 797 188",47,0.7371,8,2014,"Middle",0,2.6,0,0,0.51,66,3.31,1,0,0,26.6,35.65,3.41,0,0
"507","FLaSH 1979 GES 2014-08-21 797 0189",NA,NA,8,2014,"Middle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9034075472805
"508","FLaSH 1979 GES 2014-08-21 797 189",50,1.0059,8,2014,"Middle",0,2.1,0,0,3.12,63,12,18,0,2,13.3,20.7,27.28,0,0
"509","FLaSH 1980 GES 2014-08-21 797 195",42,0.5115,8,2014,"Middle",0,11.8,0,0,4.85,24,0,7,30.24,1,0,31.05,10.23,0,0
"510","FLaSH 1981 GES 2014-08-21 797 0197",NA,NA,8,2014,"Middle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35281220065521
"511","FLaSH 1981 GES 2014-08-21 797 197",50,1.0199,8,2014,"Middle",0,14,0,0,1.8,54,3.62,16,20.16,0,7.98,11.5,20.46,0,0
"512","FLaSH 1982 GES 2014-08-21 797 200",47,0.7223,8,2014,"Middle",0,5,0,0,1.95,0,12.31,9,3.36,2,29.26,14.95,17.05,0,0
"513","FLaSH 1983 GES 2014-08-21 797 202",52,1.0057,8,2014,"Middle",0,11.9,0,0,3.85,108,0,14,0,2,18.62,3.45,40.92,0,0
"514","FLaSH 1984 GES 2014-08-21 797 203",48,0.8683,8,2014,"Middle",0,3.3,0,0,1.63,0,1.81,18,0,0,2.66,31.05,3.41,0,0
"515","FLaSH 1985 GES 2014-08-21 797 206",45,0.7225,8,2014,"Middle",0,4.7,0,0,2.21,9,37.81,3,0,0,7.98,17.25,23.87,0,0
