"","SampleID2","serial","Region","ForkLength","TotalBodyWeight","Month","Year","acartela","allcopnaup","daphnia","eurytem","limno","othcalad","othcaljuv","othclad","othcyc","other","pdiapfor","pdiapjuv","sino","amphipod","mysids","SampleID","Date","SurfaceTemperature","SurfaceConductivity","SurfacePPT","Secchi","Turbidity","latitude","longitude","DOY","daylength"
"361","FLaSH 1188 SKT 2013-03-06 719 ","6427","Lower",70,2.0702,3,2013,0,0,0,0,0,126,0,0,33.44,0,5.32,0,177.32,0,0,"FLaSH 1188 SKT 2013-03-06 719 6427",2013-03-06,12.2,428,0.19,70,17,38.33428,-121.64733,65,11.5097256749009
"362","FLaSH 1189 SKT 2013-03-06 719 ","6436","Lower",68,2.4087,3,2013,0,0,12,3,0,453,1.5,0,66.4,1,10.64,0,358.05,0,0,"FLaSH 1189 SKT 2013-03-06 719 6436",2013-03-06,12.2,428,0.19,70,17,38.33428,-121.64733,65,11.5097256749009
"363","FLaSH 1190 SKT 2013-03-06 719 ","6431","Lower",69,2.2655,3,2013,0,0,0,3,0,403,3.62,0,31.52,0,5.32,0,627.44,0,0,"FLaSH 1190 SKT 2013-03-06 719 6431",2013-03-06,12.2,428,0.19,70,17,38.33428,-121.64733,65,11.5097256749009
"364","FLaSH 1226 STN 2013-06-11 719 ","44","Lower",41,0.4318,6,2013,0,0,0,0,0,18,0,0,0,0,133,20.7,0,0,0,"FLaSH 1226 STN 2013-06-11 719 44",2013-06-11,21,408,0.18,28,NA,38.33428,-121.64733,162,14.7834969411176
"365","FLaSH 1227 STN 2013-06-11 719 ","47","Lower",30,0.1641,6,2013,0,0.1,0,0,0,3,0,0,0,0,71.82,16.1,0,0,0,"FLaSH 1227 STN 2013-06-11 719 47",2013-06-11,21,408,0.18,28,NA,38.33428,-121.64733,162,14.7834969411176
"366","FLaSH 1228 STN 2013-06-11 719 ","48","Lower",30,0.1852,6,2013,0,0,0,0,0,24,0,0,0,0,82.46,2.3,20.46,0,0,"FLaSH 1228 STN 2013-06-11 719 48",2013-06-11,21,408,0.18,28,NA,38.33428,-121.64733,162,14.7834969411176
"367","FLaSH 1229 STN 2013-06-11 719 ","49","Lower",26,0.1012,6,2013,0,0,0,0,0,6,0,0,0,0,63.84,3.45,0,0,0,"FLaSH 1229 STN 2013-06-11 719 49",2013-06-11,21,408,0.18,28,NA,38.33428,-121.64733,162,14.7834969411176
"368","FLaSH 1230 STN 2013-06-11 719 ","50","Lower",28,0.1458,6,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FLaSH 1230 STN 2013-06-11 719 50",2013-06-11,21,408,NA,28,NA,38.33428,-121.64733,162,14.7834969411176
"369","FLaSH 1231 STN 2013-06-11 719 ","51","Lower",32,0.2121,6,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FLaSH 1231 STN 2013-06-11 719 51",2013-06-11,21,408,NA,28,NA,38.33428,-121.64733,162,14.7834969411176
"370","FLaSH 1232 STN 2013-06-11 719 ","53","Lower",24,0.1103,6,2013,0,0,0,0,0,0,0,0,0,0,5.32,1.15,0,0,0,"FLaSH 1232 STN 2013-06-11 719 53",2013-06-11,21,408,0.18,28,NA,38.33428,-121.64733,162,14.7834969411176
"371","FLaSH 1233 STN 2013-06-24 719 ","100","Lower",33,0.2255,6,2013,0,0,0,0,0,3,0,0,0,0,53.2,2.3,3.41,0,0,"FLaSH 1233 STN 2013-06-24 719 100",2013-06-24,20.9,432,0.19,31,NA,38.33428,-121.64733,175,14.8377743113409
"372","FLaSH 1234 STN 2013-06-24 719 ","101","Lower",28,0.1456,6,2013,0,0,0,0,0,3,0,0,0,0,0,0,10.23,0,0,"FLaSH 1234 STN 2013-06-24 719 101",2013-06-24,20.9,432,0.19,31,NA,38.33428,-121.64733,175,14.8377743113409
"373","FLaSH 1253 SKT 2012-05-02 713 ","5068","Lower",68,2.6728,5,2012,0,0,0,0,0,6,3.31,0,0,0,26.6,0,156.86,2.97574174333913,0,"FLaSH 1253 SKT 2012-05-02 713 5068",2012-05-02,17.1,229,0.1,58,21,38.20712,-121.66008,123,13.8246763631462
"374","FLaSH 1254 SKT 2012-05-02 715 ","5070","Lower",79,3.709,5,2012,0,0,0,0,0,96,9.05,3,13.28,0,90.44,0,436.48,27.0303138818334,838.010508509422,"FLaSH 1254 SKT 2012-05-02 715 5070",2012-05-02,17.4,290,0.13,39,26,38.22295,-121.67362,123,13.8256810856196
"375","FLaSH 1255 SKT 2012-05-02 715 ","5071","Lower",78,3.7914,5,2012,0,0,16,0,0,60,27.41,0,14.56,0,26.6,2.3,668.36,0,0,"FLaSH 1255 SKT 2012-05-02 715 5071",2012-05-02,17.4,290,0.13,39,26,38.22295,-121.67362,123,13.8256810856196
"376","FLaSH 1256 SKT 2012-05-02 715 ","5073","Lower",72,2.841,5,2012,0,0,4,0,0,15,16.29,1,8.32,0,15.96,0,351.23,0,0,"FLaSH 1256 SKT 2012-05-02 715 5073",2012-05-02,17.4,290,0.13,39,26,38.22295,-121.67362,123,13.8256810856196
"377","FLaSH 1277 STN 2012-06-11 719 ","5146","Lower",41,0.5174,6,2012,0,0,0,0,0,27,15,1,0,0,281.96,23,0,0,0,"FLaSH 1277 STN 2012-06-11 719 5146",2012-06-11,23.2,392,0.17,29,37.40000153,38.33428,-121.64733,163,14.7931780214904
"378","FLaSH 1278 STN 2012-06-11 719 ","5148","Lower",44,0.713,6,2012,0,0.07,0,3,0.39,36,0,2,4.8,0,388.36,102.35,30.69,0,0,"FLaSH 1278 STN 2012-06-11 719 5148",2012-06-11,23.2,392,0.17,29,37.40000153,38.33428,-121.64733,163,14.7931780214904
"379","FLaSH 1279 STN 2012-06-11 719 ","5150","Lower",29,0.2029,6,2012,0,0,0,0,0,0,0,0,0,0,7.98,2.3,17.05,0,0,"FLaSH 1279 STN 2012-06-11 719 5150",2012-06-11,23.2,392,0.17,29,37.40000153,38.33428,-121.64733,163,14.7931780214904
"380","FLaSH 1289 STN 2012-06-11 797 ","5156","Middle",36,0.3631,6,2012,0,0,0,0,0.78,0,0,16,0,0,15.96,0,71.61,0,0,"FLaSH 1289 STN 2012-06-11 797 5156",2012-06-11,23.1,694,0.32,24,40.70000076,38.40462,-121.6156,163,14.8003102626211
"381","FLaSH 1290 STN 2012-06-11 797 ","5157","Middle",28,0.1509,6,2012,0,0,0,0,8.71,0,0,0,0,0,5.32,0,10.23,0,0,"FLaSH 1290 STN 2012-06-11 797 5157",2012-06-11,23.1,694,0.32,24,40.70000076,38.40462,-121.6156,163,14.8003102626211
"382","FLaSH 1291 STN 2012-06-11 797 ","5161","Middle",29,0.1653,6,2012,0,0,0,0,0,15,0,0,0,0,53.2,3.45,0,0,0,"FLaSH 1291 STN 2012-06-11 797 5161",2012-06-11,23.1,694,0.32,24,40.70000076,38.40462,-121.6156,163,14.8003102626211
"383","FLaSH 1292 STN 2012-06-11 797 ","5162","Middle",37,0.3999,6,2012,0,0,0,3,8.19,15,0,3,3.36,0,178.22,0,13.64,0,0,"FLaSH 1292 STN 2012-06-11 797 5162",2012-06-11,23.1,694,0.32,24,40.70000076,38.40462,-121.6156,163,14.8003102626211
"384","FLaSH 1293 STN 2012-06-11 797 ","5163","Middle",38,0.4507,6,2012,0,0,0,0,0,0,0,3,0,0,2.66,0,6.82,1.57791581324621,1.95448634559951,"FLaSH 1293 STN 2012-06-11 797 5163",2012-06-11,23.1,694,0.32,24,40.70000076,38.40462,-121.6156,163,14.8003102626211
"385","FLaSH 1298 STN 2012-08-06 797 ","5285","Middle",49,0.5308,8,2012,0,0,0,0,0.26,0,1.81,0,0,0,5.32,1.15,44.33,0,0,"FLaSH 1298 STN 2012-08-06 797 5285",2012-08-06,23.7,767,0.36,30,34.20000076,38.40462,-121.6156,219,13.9827973108067
"386","FLaSH 1299 STN 2012-08-06 797 ","5286","Middle",57,1.244,8,2012,0,0,0,0,0.12,11,1.81,2,3.36,0,15.96,1.15,40.92,0,0,"FLaSH 1299 STN 2012-08-06 797 5286",2012-08-06,23.7,767,0.36,30,34.20000076,38.40462,-121.6156,219,13.9827973108067
"387","FLaSH 1300 STN 2012-08-06 797 ","5287","Middle",54,1.0973,8,2012,0,0.1,0,0,0.86,30,13.81,0,0,1,210.14,3.45,37.51,0,0,"FLaSH 1300 STN 2012-08-06 797 5287",2012-08-06,23.7,767,0.36,30,34.20000076,38.40462,-121.6156,219,13.9827973108067
"388","FLaSH 1301 STN 2012-08-06 797 ","5288","Middle",58,1.3935,8,2012,0,0.5,0,0,0.99,16,7.5,1,3.36,1,170.24,16.1,3.41,0,0,"FLaSH 1301 STN 2012-08-06 797 5288",2012-08-06,23.7,767,0.36,30,34.20000076,38.40462,-121.6156,219,13.9827973108067
"389","FLaSH 1302 STN 2012-08-06 797 ","5289","Middle",60,1.6974,8,2012,0,0,0,0,0.39,6,0,1,0,0,15.96,4.6,119.35,0,0,"FLaSH 1302 STN 2012-08-06 797 5289",2012-08-06,23.7,767,0.36,30,34.20000076,38.40462,-121.6156,219,13.9827973108067
"390","FLaSH 1312 STN 2013-06-11 723 ","43","Lower",23,0.1009,6,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FLaSH 1312 STN 2013-06-11 723 43",2013-06-11,21.1000003814697,169,NA,43,NA,38.23615,-121.67348,162,14.7736132500879
"391","FLaSH 1313 STN 2013-06-11 797 ","57","Middle",40,0.4483,6,2013,0,0,0,0,0.13,3,5.12,0,0,0,34.58,8.05,10.23,0,0,"FLaSH 1313 STN 2013-06-11 797 57",2013-06-11,21.1,682,0.31,23,NA,38.40462,-121.6156,162,14.7906014058333
"392","FLaSH 1314 STN 2013-06-11 797 ","58","Middle",34,0.2855,6,2013,0,0.37,0,0,2.47,12,36.72,1,0,0,15.96,3.45,27.28,0,0,"FLaSH 1314 STN 2013-06-11 797 58",2013-06-11,21.1,682,0.31,23,NA,38.40462,-121.6156,162,14.7906014058333
"393","FLaSH 1315 STN 2013-06-11 797 ","59","Middle",36,0.3636,6,2013,0,0.2,0,0,0.65,0,17.12,1,0,0,39.9,32.2,23.87,0,0,"FLaSH 1315 STN 2013-06-11 797 59",2013-06-11,21.1,682,0.31,23,NA,38.40462,-121.6156,162,14.7906014058333
"394","FLaSH 1316 STN 2013-06-11 797 ","60","Middle",37,0.3705,6,2013,0,0,0,0,0.26,0,15.93,0,0,0,42.56,6.9,6.82,0,0,"FLaSH 1316 STN 2013-06-11 797 60",2013-06-11,21.1,682,0.31,23,NA,38.40462,-121.6156,162,14.7906014058333
"395","FLaSH 1317 STN 2013-06-11 797 ","65","Middle",39,0.445,6,2013,0,0,0,0,0.13,0,16.81,6,0,0,85.12,13.8,34.1,0,0,"FLaSH 1317 STN 2013-06-11 797 65",2013-06-11,21.1,682,0.31,23,NA,38.40462,-121.6156,162,14.7906014058333
"396","FLaSH 1318 STN 2013-06-24 797 ","102","Middle",53,1.0719,6,2013,0,0.1,0,0,0.13,0,6.62,1,0,0,2.66,2.3,3.41,0,0,"FLaSH 1318 STN 2013-06-24 797 102",2013-06-24,21,709,0.33,33,NA,38.40462,-121.6156,175,14.8450348477341
"397","FLaSH 1319 STN 2013-06-24 797 ","103","Middle",44,0.6479,6,2013,0,0,0,0,1.3,0,24.67,4,0,0,53.2,6.9,37.51,0,0,"FLaSH 1319 STN 2013-06-24 797 103",2013-06-24,21,709,0.33,33,NA,38.40462,-121.6156,175,14.8450348477341
"398","FLaSH 1320 STN 2013-06-24 797 ","104","Middle",47,0.714,6,2013,0,0,0,0,0.13,4,6,3,0,0,29.26,4.6,0,0,0,"FLaSH 1320 STN 2013-06-24 797 104",2013-06-24,21,709,0.33,33,NA,38.40462,-121.6156,175,14.8450348477341
"399","FLaSH 1321 STN 2013-06-24 797 ","106","Middle",51,1.0454,6,2013,0,0,0,0,0.26,39,77.11,3,3.36,0,135.66,9.2,327.36,0,0,"FLaSH 1321 STN 2013-06-24 797 106",2013-06-24,21,709,0.33,33,NA,38.40462,-121.6156,175,14.8450348477341
"400","FLaSH 1341 STN 2013-07-22 719 ","196","Lower",50,0.9359,7,2013,0,0.1,0,0,1.43,0,6,7,0,0,281.96,11.5,85.25,0,1.60426994121795,"FLaSH 1341 STN 2013-07-22 719 196",2013-07-22,23.3,512,0.23,25,NA,38.33428,-121.64733,203,14.445145848178
"401","FLaSH 1342 STN 2013-07-22 719 ","198","Lower",49,0.749,7,2013,0,0.37,0,0,2.73,54,7.5,0,0,0,787.36,11.5,30.69,0,0,"FLaSH 1342 STN 2013-07-22 719 198",2013-07-22,23.3,512,0.23,25,NA,38.33428,-121.64733,203,14.445145848178
"402","FLaSH 1343 STN 2013-07-22 719 ","200","Lower",41,0.5065,7,2013,0,0.1,0,0,0.13,22,0,0,0,0,391.02,10.35,13.64,0,1.60426994121795,"FLaSH 1343 STN 2013-07-22 719 200",2013-07-22,23.3,512,0.23,25,NA,38.33428,-121.64733,203,14.445145848178
"403","FLaSH 1344 STN 2013-07-22 719 ","202","Lower",42,0.5058,7,2013,0,0,0,0,0.81,27,1.81,1,0,0,303.24,10.35,13.64,0,1.60426994121795,"FLaSH 1344 STN 2013-07-22 719 202",2013-07-22,23.3,512,0.23,25,NA,38.33428,-121.64733,203,14.445145848178
"404","FLaSH 1350 STN 2013-08-19 719 ","294","Lower",32,0.2646,8,2013,0,36.4,0,0,4.59,138,22.5,1,0,56,55.86,5.75,0,0,1.29898327424363,"FLaSH 1350 STN 2013-08-19 719 294",2013-08-19,25.8,507,0.23,38,NA,38.33428,-121.64733,231,13.5567406363976
"405","FLaSH 1351 STN 2013-08-19 719 ","295","Lower",42,0.507,8,2013,0,14.84,0,0,1.27,9,0,0,0,70,23.94,106.95,6.82,0,0,"FLaSH 1351 STN 2013-08-19 719 295",2013-08-19,25.8,507,0.23,38,NA,38.33428,-121.64733,231,13.5567406363976
"406","FLaSH 1352 STN 2013-08-19 719 ","304","Lower",48,0.7427,8,2013,0,18.9,0,0,2.81,207,11.12,4,8.16,88,34.58,34.5,23.87,0,0,"FLaSH 1352 STN 2013-08-19 719 304",2013-08-19,25.8,507,0.23,38,NA,38.33428,-121.64733,231,13.5567406363976
"407","FLaSH 1354 STN 2013-08-05 797 ","249","Middle",46,0.5453,8,2013,0,0.4,0,0,0.65,0,4.5,0,0,0,2.66,10.35,0,0,0,"FLaSH 1354 STN 2013-08-05 797 249",2013-08-05,20.9,756,0.35,31,NA,38.40462,-121.6156,217,14.048176367574
"408","FLaSH 1356 STN 2013-08-19 719 ","305","Lower",44,0.5746,8,2013,0,13,0,0,1.59,105,0,2,0,137,34.58,0,6.82,0,0,"FLaSH 1356 STN 2013-08-19 719 305",2013-08-19,25.8,507,0.23,38,NA,38.33428,-121.64733,231,13.5567406363976
"409","FLaSH 1357 STN 2013-08-19 719 ","306","Lower",40,0.5079,8,2013,0,31.9,0,0,2.22,60,4.78,0,0,48,10.64,3.45,3.41,0,0,"FLaSH 1357 STN 2013-08-19 719 306",2013-08-19,25.8,507,0.23,38,NA,38.33428,-121.64733,231,13.5567406363976
"410","FLaSH 1358 SKT 2013-03-06 719 ","6439","Lower",64,2.3361,3,2013,0,0,0,0,0,69,5.43,1,48,0.28,2.66,0,129.58,0,0,"FLaSH 1358 SKT 2013-03-06 719 6439",2013-03-06,12.2,428,0.19,70,17,38.33428,-121.64733,65,11.5097256749009
"411","FLaSH 1371 STN 2013-07-22 719 ","201","Lower",0,0,7,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2262792408834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","FLaSH 1371 STN 3-07-22 719 201","201","Lower",36,0.3097,7,2013,0,0,0,0,0.78,24,0,0,3.36,0,353.78,13.8,0,0,0,"FLaSH 1371 STN 2013-07-22 719 201",2013-07-22,23.3,512,0.23,25,NA,38.33428,-121.64733,203,14.445145848178
"413","FLaSH 1374 STN 2013-07-22 719 ","199","Lower",54,0.9589,7,2013,0,0.1,0,0,1.17,18,1.81,0,0,0,529.34,10.35,6.82,0,0,"FLaSH 1374 STN 2013-07-22 719 199",2013-07-22,23.3,512,0.23,25,NA,38.33428,-121.64733,203,14.445145848178
"414","FLaSH 1376 STN 2012-06-25 797 ","5217","Middle",41,0.4907,6,2012,0,0,0,0,1.17,6,9.05,5,0,0,58.52,2.3,57.97,1.57791581324621,0,"FLaSH 1376 STN 2012-06-25 797 5217",2012-06-25,20.4,732,0.34,33,33.79999924,38.40462,-121.6156,177,14.8394211526912
"415","FLaSH 1377 STN 2012-06-25 797 ","5220","Middle",29,0.2157,6,2012,0,0.1,0,0,0.39,0,0,0,0,0,0,0,0,0,0,"FLaSH 1377 STN 2012-06-25 797 5220",2012-06-25,20.4,732,0.34,33,33.79999924,38.40462,-121.6156,177,14.8394211526912
"416","FLaSH 1378 STN 2012-06-25 797 ","5241","Middle",33,0.2025,6,2012,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,"FLaSH 1378 STN 2012-06-25 797 5241",2012-06-25,20.4,732,0.34,33,33.79999924,38.40462,-121.6156,177,14.8394211526912
"417","FLaSH 1379 STN 2012-06-25 797 ","5218","Middle",34,0.2468,6,2012,0,0,0,0,0,0,0,4,0,0,2.66,0,10.23,0,0,"FLaSH 1379 STN 2012-06-25 797 5218",2012-06-25,20.4,732,0.34,33,33.79999924,38.40462,-121.6156,177,14.8394211526912
"418","FLaSH 1380 STN 2012-06-25 797 ","5214","Middle",45,0.639,6,2012,0,0,0,0,4.42,0,4.5,1,97.44,0,5.32,0,17.05,0,0,"FLaSH 1380 STN 2012-06-25 797 5214",2012-06-25,20.4,732,0.34,33,33.79999924,38.40462,-121.6156,177,14.8394211526912
"419","FLaSH 1382 STN 2012-06-25 797 ","5221","Middle",36,0.2728,6,2012,0,0,0,0,0.13,0,0,4,0,0,0,0,17.05,0,0,"FLaSH 1382 STN 2012-06-25 797 5221",2012-06-25,20.4,732,0.34,33,33.79999924,38.40462,-121.6156,177,14.8394211526912
"420","FLaSH 1383 STN 2012-06-25 797 ","5213","Middle",37,0.3137,6,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FLaSH 1383 STN 2012-06-25 797 5213",2012-06-25,20.3999996185303,732,NA,33,33.7999992370605,38.40462,-121.6156,177,14.8394211526912
"421","FLaSH 1385 STN 2012-06-25 797 ","5215","Middle",41,0.4129,6,2012,0,0,0,0,4.81,0,1.81,5,0,0,26.6,2.3,6.82,0,0,"FLaSH 1385 STN 2012-06-25 797 5215",2012-06-25,20.4,732,0.34,33,33.79999924,38.40462,-121.6156,177,14.8394211526912
"422","FLaSH 1387 STN 2012-08-20 797 ","5336","Middle",55,1.2243,8,2012,0,0.1,0,0,0.78,12,1.81,1,3.36,0,125.02,13.8,17.05,2.44867907435587,0,"FLaSH 1387 STN 2012-08-20 797 5336",2012-08-20,22.9,752,0.35,50,29.39999962,38.40462,-121.6156,233,13.4860106388985
"423","FLaSH 1389 STN 2012-08-20 797 ","5338","Middle",47,0.7799,8,2012,0,0.1,0,0,0.26,10,8.12,0,0,0,170.24,12.65,13.64,0,2.80243909040543,"FLaSH 1389 STN 2012-08-20 797 5338",2012-08-20,22.9,752,0.35,50,29.39999962,38.40462,-121.6156,233,13.4860106388985
"424","FLaSH 1390 STN 2012-08-20 797 ","5337","Middle",47,0.8119,8,2012,0,0,0,0,0.65,18,3.31,0,0,0,159.6,9.2,3.41,0,0,"FLaSH 1390 STN 2012-08-20 797 5337",2012-08-20,22.9,752,0.35,50,29.39999962,38.40462,-121.6156,233,13.4860106388985
"425","FLaSH 1391 STN 2012-08-20 797 ","5341","Middle",47,1.2024,8,2012,0,0,0,0,0.26,0,14.12,3,0,2,289.94,12.65,112.53,0,0,"FLaSH 1391 STN 2012-08-20 797 5341",2012-08-20,22.9,752,0.35,50,29.39999962,38.40462,-121.6156,233,13.4860106388985
"426","FLaSH 1393 STN 2012-08-20 797 ","5339","Middle",49,1.0192,8,2012,0,0.1,0,0,0,12,1.81,1,3.36,0,146.3,17.25,23.87,0,3.30656981022086,"FLaSH 1393 STN 2012-08-20 797 5339",2012-08-20,22.9,752,0.35,50,29.39999962,38.40462,-121.6156,233,13.4860106388985
"427","FLaSH 1395 STN 2012-08-20 797 ","5340","Middle",59,1.0374,8,2012,0,0,0,0,0.65,18,0,0,3.36,0,127.68,21.85,3.41,0,0,"FLaSH 1395 STN 2012-08-20 797 5340",2012-08-20,22.9,752,0.35,50,29.39999962,38.40462,-121.6156,233,13.4860106388985
"428","FLaSH 1398 STN 2012-06-25 797 ","5212","Middle",32,0.2036,6,2012,0,0,0,0,0,0,0,0,0,0,0,0,3.41,0,0,"FLaSH 1398 STN 2012-06-25 797 5212",2012-06-25,20.4,732,0.34,33,33.79999924,38.40462,-121.6156,177,14.8394211526912
"429","FLaSH 1399 STN 2012-08-20 797 ","5335","Middle",55,1.1279,8,2012,0,0.1,0,0,1.56,17,0,0,6.72,0,289.94,32.2,6.82,0,8.21740956165967,"FLaSH 1399 STN 2012-08-20 797 5335",2012-08-20,22.9,752,0.35,50,29.39999962,38.40462,-121.6156,233,13.4860106388985
"430","FLaSH 1401 STN 2012-06-11 797 ","5160","Middle",28,0.2098,6,2012,0,0,0,0,0,0,0,0,0,0,0,0,13.64,0,0,"FLaSH 1401 STN 2012-06-11 797 5160",2012-06-11,23.1,694,0.32,24,40.70000076,38.40462,-121.6156,163,14.8003102626211
"431","FLaSH 1402 STN 2012-06-25 719 ","5207","Lower",32,0.1927,6,2012,0,0.1,0,0,0.78,39,0,2,3.36,0,37.24,26.45,0,0,0,"FLaSH 1402 STN 2012-06-25 719 5207",2012-06-25,20.5,388,0.17,32,31.29999924,38.33428,-121.64733,177,14.8321767505476
"432","FLaSH 1403 STN 2012-06-11 797 ","5176","Middle",34,0.3043,6,2012,0,0,0,0,3.9,0,0,12,23.52,0,2.66,0,13.64,0,0,"FLaSH 1403 STN 2012-06-11 797 5176",2012-06-11,23.1,694,0.32,24,40.70000076,38.40462,-121.6156,163,14.8003102626211
"433","FLaSH 1405 STN 2012-06-25 719 ","5211","Lower",41,0.4673,6,2012,0,0,0,0,5.33,42,0,1,0,0,119.7,35.65,13.64,0,0,"FLaSH 1405 STN 2012-06-25 719 5211",2012-06-25,20.5,388,0.17,32,31.29999924,38.33428,-121.64733,177,14.8321767505476
"434","FLaSH 1406 STN 2012-06-25 719 ","5210","Lower",41,0.4625,6,2012,0,0,0,0,8.19,27,0,1,0,0,281.96,29.9,6.82,0,0,"FLaSH 1406 STN 2012-06-25 719 5210",2012-06-25,20.5,388,0.17,32,31.29999924,38.33428,-121.64733,177,14.8321767505476
"435","FLaSH 1407 STN 2012-06-25 719 ","5209","Lower",32,0.2043,6,2012,0,0,0,0,1.56,27,0,0,0,0,74.48,10.35,0,0,0,"FLaSH 1407 STN 2012-06-25 719 5209",2012-06-25,20.5,388,0.17,32,31.29999924,38.33428,-121.64733,177,14.8321767505476
"436","FLaSH 1408 STN 2012-06-11 719 ","5152","Lower",28,0.1504,6,2012,0,0,0,0,0,45,0,0,0,0,42.56,4.6,17.05,0,0,"FLaSH 1408 STN 2012-06-11 719 5152",2012-06-11,23.2,392,0.17,29,37.40000153,38.33428,-121.64733,163,14.7931780214904
"437","FLaSH 1411 STN 2012-06-25 719 ","5206","Lower",39,0.4012,6,2012,0,0,0,0,0.91,30,0,2,0,0,23.94,4.6,13.64,0,0,"FLaSH 1411 STN 2012-06-25 719 5206",2012-06-25,20.5,388,0.17,32,31.29999924,38.33428,-121.64733,177,14.8321767505476
"438","FLaSH 1412 STN 2012-06-25 719 ","5203","Lower",30,0.1468,6,2012,0,0,0,0,0,0,0,0,0,0,10.64,0,0,0,0,"FLaSH 1412 STN 2012-06-25 719 5203",2012-06-25,20.5,388,0.17,32,31.29999924,38.33428,-121.64733,177,14.8321767505476
"439","FLaSH 1413 STN 2012-08-20 797 ","5342","Middle",52,1.0492,8,2012,0,0,0,0,0,13,0,1,0,0,39.9,8.05,27.28,0,0,"FLaSH 1413 STN 2012-08-20 797 5342",2012-08-20,22.9,752,0.35,50,29.39999962,38.40462,-121.6156,233,13.4860106388985
"440","FLaSH 1415 STN 2012-06-25 719 ","5208","Lower",33,0.2446,6,2012,0,0,0,0,1.43,15,0,2,3.36,0,29.26,8.05,0,0,0,"FLaSH 1415 STN 2012-06-25 719 5208",2012-06-25,20.5,388,0.17,32,31.29999924,38.33428,-121.64733,177,14.8321767505476
"441","FLaSH 1419 STN 2012-06-11 797 ","5158","Middle",30,0.1753,6,2012,0,0,0,0,0.39,0,0,16,0,0,23.94,0,13.64,0,3.2085398824359,"FLaSH 1419 STN 2012-06-11 797 5158",2012-06-11,23.1,694,0.32,24,40.70000076,38.40462,-121.6156,163,14.8003102626211
"442","FLaSH 1420 STN 2012-06-25 719 ","5202","Lower",29,0.1582,6,2012,0,0,0,0,0,3,0,0,0,0,13.3,2.3,6.82,0,0,"FLaSH 1420 STN 2012-06-25 719 5202",2012-06-25,20.5,388,0.17,32,31.29999924,38.33428,-121.64733,177,14.8321767505476
"443","FLaSH 1421 STN 2012-06-25 797 ","5216","Middle",39,0.3841,6,2012,0,0.1,0,0,5.85,3,1.81,0,0,0,98.42,3.45,6.82,0,0,"FLaSH 1421 STN 2012-06-25 797 5216",2012-06-25,20.4,732,0.34,33,33.79999924,38.40462,-121.6156,177,14.8394211526912
"444","FLaSH 1423 STN 2012-06-25 797 ","5219","Middle",31,0.2536,6,2012,0,0,0,0,0,0,0,4,1.6,0,0,0,0,8.93317171084945,1.60426994121795,"FLaSH 1423 STN 2012-06-25 797 5219",2012-06-25,20.4,732,0.34,33,33.79999924,38.40462,-121.6156,177,14.8394211526912
"445","FLaSH 1455 FMWT 2013-11-19 797 ","749","Middle",59,1.3516,11,2013,0,0.4,0,0,0.26,3,0,0,3.2,15,2.66,3.45,0,1.57791581324621,0,"FLaSH 1455 FMWT 2013-11-19 797 749",2013-11-19,13.6,575,0.26,25,37.70000076,38.40462,-121.6156,323,10.0103173998878
"446","FLaSH 1456 FMWT 2013-11-19 797 ","750","Middle",51,0.855,11,2013,0,1.5,0,0,1.99,0,0,0,43.68,10,0,0,10.23,0,0,"FLaSH 1456 FMWT 2013-11-19 797 750",2013-11-19,13.6,575,0.26,25,37.70000076,38.40462,-121.6156,323,10.0103173998878
"447","FLaSH 1467 SKT 2014-01-15 713 ","143","Lower",71,2.5605,1,2014,0,0,96,0,0,54,0,31.6,208.48,0,61.18,0,0,182.178638846588,0,"FLaSH 1467 SKT 2014-01-15 713 143",2014-01-15,9.3,231,0.1,98,8,38.20712,-121.66008,15,9.77951213201786
"448","FLaSH 1468 SKT 2014-01-15 713 ","144","Lower",65,1.7515,1,2014,0,0,12,3,0,16,0,9,33.12,0,10.64,0,0,120.649716470226,0,"FLaSH 1468 SKT 2014-01-15 713 144",2014-01-15,9.3,231,0.1,98,8,38.20712,-121.66008,15,9.77951213201786
"449","FLaSH 1469 SKT 2014-01-15 715 ","145","Lower",56,1.3061,1,2014,0,0,16,0,0,17,0,36,81.92,0,26.6,0,0,62.0700087089963,0,"FLaSH 1469 SKT 2014-01-15 715 145",2014-01-15,9.2,236,0.1,89,10,38.22295,-121.67362,15,9.77815712830144
"450","FLaSH 1470 SKT 2014-01-15 715 ","146","Lower",66,2.0584,1,2014,0,0,20,0,0,4,0,9,92.48,0,15.96,0,0,46.1832539224666,0,"FLaSH 1470 SKT 2014-01-15 715 146",2014-01-15,9.2,236,0.1,89,10,38.22295,-121.67362,15,9.77815712830144
"451","FLaSH 1471 SKT 2014-01-15 715 ","147","Lower",0,0,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,44.6789281122318,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
