FLaSHLogNumber,Project,Date,Station,Species,SerialNumber,PreyType,PreyConversion,MacroCategory,PreyLengthSpecies,PreyLength,Estimate,PreyWeight
676,SKT,4/5/2012 0:00,609,delta smelt,5022,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,G,
676,SKT,4/5/2012 0:00,609,delta smelt,5022,Corophium,Corophiidae,amphipod,juvenile Corophium,1.3,G,
676,SKT,4/5/2012 0:00,609,delta smelt,5022,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
676,SKT,4/5/2012 0:00,609,delta smelt,5022,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
676,SKT,4/5/2012 0:00,609,delta smelt,5022,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
676,SKT,4/5/2012 0:00,609,delta smelt,5022,Corophium,Corophiidae,amphipod,juvenile Corophium,1.3,,
676,SKT,4/5/2012 0:00,609,delta smelt,5022,Corophium,Corophiidae,amphipod,juvenile Corophium,1.3,,
677,SKT,4/5/2012 0:00,609,delta smelt,5024,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,G,
677,SKT,4/5/2012 0:00,609,delta smelt,5024,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,G,
677,SKT,4/5/2012 0:00,609,delta smelt,5024,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
677,SKT,4/5/2012 0:00,609,delta smelt,5024,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
677,SKT,4/5/2012 0:00,609,delta smelt,5024,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
677,SKT,4/5/2012 0:00,609,delta smelt,5024,Corophium,Corophiidae,amphipod,juvenile Corophium,1.7,,
678,SKT,4/5/2012 0:00,609,delta smelt,5027,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
678,SKT,4/5/2012 0:00,609,delta smelt,5027,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
678,SKT,4/5/2012 0:00,609,delta smelt,5027,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
681,SKT,4/4/2012 0:00,715,delta smelt,4923,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,S,
681,SKT,4/4/2012 0:00,715,delta smelt,4923,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,S,
683,SKT,4/4/2012 0:00,715,delta smelt,4929,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,S,
684,SKT,4/4/2012 0:00,716,delta smelt,4932,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
684,SKT,4/4/2012 0:00,716,delta smelt,4932,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
685,SKT,4/4/2012 0:00,716,delta smelt,4934,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,S,
697,SKT,1/18/2012 0:00,519,delta smelt,4057,Corophium,Corophiidae,amphipod,juvenile Corophium,1.6,,
699,SKT,1/19/2012 0:00,719,delta smelt,4121,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
707,SKT,1/20/2012 0:00,609,delta smelt,4294,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
711,SKT,2/14/2012 0:00,519,delta smelt,4381,Corophium,Corophiidae,amphipod,juvenile Corophium,2,,
1020,FMWT,11/14/2012 0:00,703,delta smelt,5932,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
1020,FMWT,11/14/2012 0:00,703,delta smelt,5932,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
1020,FMWT,11/14/2012 0:00,703,delta smelt,5932,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
1020,FMWT,11/14/2012 0:00,703,delta smelt,5932,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
1020,FMWT,11/14/2012 0:00,703,delta smelt,5932,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
1020,FMWT,11/14/2012 0:00,703,delta smelt,5932,Corophium,Corophiidae,amphipod,juvenile Corophium,1,G,
1021,FMWT,11/14/2012 0:00,703,delta smelt,5933,Corophium,Corophiidae,amphipod,juvenile Corophium,1.6,,
1021,FMWT,11/14/2012 0:00,703,delta smelt,5933,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
1022,FMWT,11/14/2012 0:00,703,delta smelt,5934,Corophium,Corophiidae,amphipod,juvenile Corophium,0.8,,
1022,FMWT,11/14/2012 0:00,703,delta smelt,5934,Corophium,Corophiidae,amphipod,juvenile Corophium,0.8,,
1022,FMWT,11/14/2012 0:00,703,delta smelt,5934,Corophium,Corophiidae,amphipod,juvenile Corophium,0.8,G,
1022,FMWT,11/14/2012 0:00,703,delta smelt,5934,Corophium,Corophiidae,amphipod,juvenile Corophium,0.8,G,
1022,FMWT,11/14/2012 0:00,703,delta smelt,5934,Corophium,Corophiidae,amphipod,juvenile Corophium,0.8,G,
1025,FMWT,11/14/2012 0:00,704,delta smelt,5937,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
1025,FMWT,11/14/2012 0:00,704,delta smelt,5937,Corophium,Corophiidae,amphipod,juvenile Corophium,0.7,,
1025,FMWT,11/14/2012 0:00,704,delta smelt,5937,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
1026,FMWT,11/14/2012 0:00,704,delta smelt,5939,Corophium,Corophiidae,amphipod,juvenile Corophium,0.9,,
1026,FMWT,11/14/2012 0:00,704,delta smelt,5939,Corophium,Corophiidae,amphipod,juvenile Corophium,0.9,,
1027,FMWT,11/14/2012 0:00,704,delta smelt,5941,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
1027,FMWT,11/14/2012 0:00,704,delta smelt,5941,Corophium,Corophiidae,amphipod,juvenile Corophium,0.9,,
1027,FMWT,11/14/2012 0:00,704,delta smelt,5941,Corophium,Corophiidae,amphipod,juvenile Corophium,0.9,,
1027,FMWT,11/14/2012 0:00,704,delta smelt,5941,Corophium,Corophiidae,amphipod,juvenile Corophium,1,G,
1027,FMWT,11/14/2012 0:00,704,delta smelt,5941,Corophium,Corophiidae,amphipod,juvenile Corophium,0.9,G,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,Corophiidae,amphipod,juvenile Corophium,0.9,,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,Corophiidae,amphipod,juvenile Corophium,0.9,,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,Corophiidae,amphipod,juvenile Corophium,0.9,,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,Corophiidae,amphipod,juvenile Corophium,0.9,,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,Corophiidae,amphipod,juvenile Corophium,0.9,,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,Corophiidae,amphipod,juvenile Corophium,0.7,,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,Corophiidae,amphipod,juvenile Corophium,0.8,,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,Corophiidae,amphipod,juvenile Corophium,0.8,,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,Corophiidae,amphipod,juvenile Corophium,0.8,,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,Corophiidae,amphipod,juvenile Corophium,0.8,,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,Corophiidae,amphipod,juvenile Corophium,0.8,,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,Corophiidae,amphipod,juvenile Corophium,1.5,,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,Corophiidae,amphipod,juvenile Corophium,1,G,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,Corophiidae,amphipod,juvenile Corophium,1,G,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,Corophiidae,amphipod,juvenile Corophium,1,G,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,Corophiidae,amphipod,juvenile Corophium,0.9,G,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,Corophiidae,amphipod,juvenile Corophium,0.9,G,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,Corophiidae,amphipod,juvenile Corophium,0.9,G,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,Corophiidae,amphipod,juvenile Corophium,0.8,G,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,Corophiidae,amphipod,juvenile Corophium,0.8,G,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,Corophiidae,amphipod,juvenile Corophium,0.8,G,
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,G,
1029,FMWT,11/15/2012 0:00,719,delta smelt,5987,Corophium,Corophiidae,amphipod,juvenile Corophium,0.8,,
1029,FMWT,11/15/2012 0:00,719,delta smelt,5987,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
1030,FMWT,11/15/2012 0:00,797,delta smelt,6017,Corophium,Corophiidae,amphipod,juvenile Corophium,1.6,,
1033,FMWT,12/7/2012 0:00,517,delta smelt,6112,Corophium,Corophiidae,amphipod,juvenile Corophium,2.3,,
1033,FMWT,12/7/2012 0:00,517,delta smelt,6112,Corophium,Corophiidae,amphipod,juvenile Corophium,2.1,,
1034,FMWT,12/7/2012 0:00,517,delta smelt,6113,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
1034,FMWT,12/7/2012 0:00,517,delta smelt,6113,Corophium,Corophiidae,amphipod,juvenile Corophium,1.5,G,
1034,FMWT,12/7/2012 0:00,517,delta smelt,6113,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,G,
1037,FMWT,12/6/2012 0:00,602,delta smelt,6100,Corophium,Corophiidae,amphipod,juvenile Corophium,1.5,,
1037,FMWT,12/6/2012 0:00,602,delta smelt,6100,Corophium,Corophiidae,amphipod,juvenile Corophium,1.7,,
1037,FMWT,12/6/2012 0:00,602,delta smelt,6100,Corophium,Corophiidae,amphipod,juvenile Corophium,2.4,,
1039,FMWT,12/11/2012 0:00,719,delta smelt,6132,Corophium,Corophiidae,amphipod,juvenile Corophium,2.2,,
1040,FMWT,12/11/2012 0:00,796,delta smelt,6148,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
1041,FMWT,12/11/2012 0:00,797,delta smelt,6141,Corophium,Corophiidae,amphipod,juvenile Corophium,1.7,,
1044,SKT,1/9/2013 0:00,707,delta smelt,6208,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,J,
1103,SKT,1/9/2013 0:00,707,delta smelt,6209,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
1111,SKT,2/7/2013 0:00,610,delta smelt,6388,Corophium,Corophiidae,amphipod,juvenile Corophium,1.6,,
1113,SKT,3/5/2013 0:00,508,delta smelt,6390,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,J,
1114,SKT,3/6/2013 0:00,704,delta smelt,6396,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,J,
1155,SKT,4/4/2013 0:00,719,delta smelt,6476,Corophium,Corophiidae,amphipod,juvenile Corophium,1.3,,
1157,SKT,4/4/2013 0:00,716,delta smelt,6478,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
1157,SKT,4/4/2013 0:00,716,delta smelt,6478,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,G,
1179,SKT,2/6/2013 0:00,719,delta smelt,6329,Corophium,Corophiidae,amphipod,juvenile Corophium,1.6,,
1181,SKT,3/6/2013 0:00,719,delta smelt,6416,Corophium,Corophiidae,amphipod,juvenile Corophium,1.8,,
1192,SKT,5/2/2013 0:00,609,delta smelt,6457,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
1192,SKT,5/2/2013 0:00,609,delta smelt,6457,Corophium,Corophiidae,amphipod,juvenile Corophium,2,,
1193,SKT,5/2/2013 0:00,609,delta smelt,6458,Corophium,Corophiidae,amphipod,juvenile Corophium,1.3,,
1194,SKT,5/2/2013 0:00,609,delta smelt,6459,Corophium,Corophiidae,amphipod,juvenile Corophium,1.5,,
1194,SKT,5/2/2013 0:00,609,delta smelt,6459,Corophium,Corophiidae,amphipod,juvenile Corophium,1.9,,
1218,STN,6/27/2013 0:00,609,delta smelt,128,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
1253,SKT,5/2/2012 0:00,713,delta smelt,5068,Corophium,Corophiidae,amphipod,juvenile Corophium,1.4,,
1267,STN,6/27/2012 0:00,513,delta smelt,5233,Corophium,Corophiidae,amphipod,juvenile Corophium,1.4,G,
1355,STN,8/21/2013 0:00,801,delta smelt,310,Corophium,Corophiidae,amphipod,juvenile Corophium,1.3,,
1376,STN,6/25/2012 0:00,797,delta smelt,5217,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
1387,STN,8/20/2012 0:00,797,delta smelt,5336,Corophium,Corophiidae,amphipod,juvenile Corophium,1.3,,
1432,STN,7/24/2013 0:00,519,delta smelt,222,Corophium,Corophiidae,amphipod,juvenile Corophium,1.3,,
1432,STN,7/24/2013 0:00,519,delta smelt,222,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
1455,FMWT,11/19/2013 0:00,797,delta smelt,749,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
1503,SKT,3/12/2014 0:00,707,delta smelt,504,Corophium,Corophiidae,amphipod,juvenile Corophium,0.9,,
1504,SKT,3/12/2014 0:00,707,delta smelt,505,Corophium,Corophiidae,amphipod,juvenile Corophium,1.3,,
1504,SKT,3/12/2014 0:00,707,delta smelt,505,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
1505,SKT,3/12/2014 0:00,713,delta smelt,559,Corophium,Corophiidae,amphipod,juvenile Corophium,1.3,,
1505,SKT,3/12/2014 0:00,713,delta smelt,559,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
1506,SKT,3/12/2014 0:00,715,delta smelt,555,Corophium,Corophiidae,amphipod,juvenile Corophium,1.3,,
1507,SKT,3/12/2014 0:00,715,delta smelt,556,Corophium,Corophiidae,amphipod,juvenile Corophium,2.1,,
1507,SKT,3/12/2014 0:00,715,delta smelt,556,Corophium,Corophiidae,amphipod,juvenile Corophium,2.1,,
1507,SKT,3/12/2014 0:00,715,delta smelt,556,Corophium,Corophiidae,amphipod,juvenile Corophium,1.3,,
1507,SKT,3/12/2014 0:00,715,delta smelt,556,Corophium,Corophiidae,amphipod,juvenile Corophium,2.1,G,
1509,SKT,3/12/2014 0:00,716,delta smelt,553,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
1530,SKT,1/14/2014 0:00,801,delta smelt,112,Corophium,Corophiidae,amphipod,juvenile Corophium,2.3,G,
1553,SKT,1/16/2014 0:00,609,delta smelt,151,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
1557,SKT,1/16/2014 0:00,609,delta smelt,170,Corophium,Corophiidae,amphipod,juvenile Corophium,1.7,,
1566,SKT,2/13/2014 0:00,609,delta smelt,376,Corophium,Corophiidae,amphipod,juvenile Corophium,1.5,,
1567,SKT,2/13/2014 0:00,609,delta smelt,382,Corophium,Corophiidae,amphipod,juvenile Corophium,1.5,,
1567,SKT,2/13/2014 0:00,609,delta smelt,382,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
1568,SKT,2/13/2014 0:00,609,delta smelt,385,Corophium,Corophiidae,amphipod,juvenile Corophium,1.7,,
1569,SKT,2/13/2014 0:00,609,delta smelt,387,Corophium,Corophiidae,amphipod,juvenile Corophium,1.5,,
1569,SKT,2/13/2014 0:00,609,delta smelt,387,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
1571,SKT,2/13/2014 0:00,609,delta smelt,391,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
1572,SKT,2/13/2014 0:00,609,delta smelt,392,Corophium,Corophiidae,amphipod,juvenile Corophium,1.4,,
1573,SKT,3/12/2014 0:00,719,delta smelt,507,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
1575,SKT,3/12/2014 0:00,719,delta smelt,515,Corophium,Corophiidae,amphipod,juvenile Corophium,1.3,,
1575,SKT,3/12/2014 0:00,719,delta smelt,515,Corophium,Corophiidae,amphipod,juvenile Corophium,1.3,,
1575,SKT,3/12/2014 0:00,719,delta smelt,515,Corophium,Corophiidae,amphipod,juvenile Corophium,1.3,,
1575,SKT,3/12/2014 0:00,719,delta smelt,515,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
1575,SKT,3/12/2014 0:00,719,delta smelt,515,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
1575,SKT,3/12/2014 0:00,719,delta smelt,515,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
1576,SKT,3/12/2014 0:00,719,delta smelt,519,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
1577,SKT,3/12/2014 0:00,719,delta smelt,526,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,G,
1577,SKT,3/12/2014 0:00,719,delta smelt,526,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,G,
1577,SKT,3/12/2014 0:00,719,delta smelt,526,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,G,
1577,SKT,3/12/2014 0:00,719,delta smelt,526,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
1577,SKT,3/12/2014 0:00,719,delta smelt,526,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
1577,SKT,3/12/2014 0:00,719,delta smelt,526,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
1578,SKT,3/12/2014 0:00,719,delta smelt,528,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
1578,SKT,3/12/2014 0:00,719,delta smelt,528,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
1580,SKT,3/12/2014 0:00,719,delta smelt,545,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
1580,SKT,3/12/2014 0:00,719,delta smelt,545,Corophium,Corophiidae,amphipod,juvenile Corophium,1.3,,
1581,SKT,3/12/2014 0:00,719,delta smelt,547,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
1581,SKT,3/12/2014 0:00,719,delta smelt,547,Corophium,Corophiidae,amphipod,juvenile Corophium,2.3,,
1588,SKT,3/13/2014 0:00,609,delta smelt,568,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
1590,SKT,3/13/2014 0:00,609,delta smelt,570,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
1587,SKT,3/13/2014 0:00,609,delta smelt,566,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
1600,SKT,4/8/2014 0:00,707,delta smelt,581,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
1601,SKT,4/8/2014 0:00,715,delta smelt,582,Corophium,Corophiidae,amphipod,juvenile Corophium,2.6,S,
1607,SKT,4/8/2014 0:00,719,delta smelt,588,Corophium,Corophiidae,amphipod,juvenile Corophium,2.6,S,
1612,SKT,4/10/2014 0:00,804,delta smelt,8,Corophium,Corophiidae,amphipod,juvenile Corophium,1.4,S,
1613,SKT,4/10/2014 0:00,804,delta smelt,9,Corophium,Corophiidae,amphipod,juvenile Corophium,1.3,,
1619,SKT,5/7/2014 0:00,719,delta smelt,17,Corophium,Corophiidae,amphipod,juvenile Corophium,1.8,,
1619,SKT,5/7/2014 0:00,719,delta smelt,17,Corophium,Corophiidae,amphipod,juvenile Corophium,1.7,S,
1620,SKT,5/7/2014 0:00,719,delta smelt,19,Corophium,Corophiidae,amphipod,juvenile Corophium,1.4,,
1620,SKT,5/7/2014 0:00,719,delta smelt,19,Corophium,Corophiidae,amphipod,juvenile Corophium,1.4,S,
1624,SKT,5/7/2014 0:00,719,delta smelt,25,Corophium,Corophiidae,amphipod,juvenile Corophium,1.3,,
1625,SKT,5/7/2014 0:00,719,delta smelt,27,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
1625,SKT,5/7/2014 0:00,719,delta smelt,27,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
1625,SKT,5/7/2014 0:00,719,delta smelt,27,Corophium,Corophiidae,amphipod,juvenile Corophium,1.4,S,
1626,SKT,5/7/2014 0:00,719,delta smelt,30,Corophium,Corophiidae,amphipod,juvenile Corophium,1.3,,
1800,SKT,12/9/2014 0:00,711,delta smelt,7035,Corophium,Corophiidae,amphipod,juvenile Corophium,2.3,G,
1801,SKT,12/16/2014 0:00,804,delta smelt,7061,Corophium,Corophiidae,amphipod,juvenile Corophium,2,,
1801,SKT,12/16/2014 0:00,804,delta smelt,7061,Corophium,Corophiidae,amphipod,juvenile Corophium,2,,
1801,SKT,12/16/2014 0:00,804,delta smelt,7061,Corophium,Corophiidae,amphipod,juvenile Corophium,1.7,,
1801,SKT,12/16/2014 0:00,804,delta smelt,7061,Corophium,Corophiidae,amphipod,juvenile Corophium,1.9,,
1801,SKT,12/16/2014 0:00,804,delta smelt,7061,Corophium,Corophiidae,amphipod,juvenile Corophium,1.9,,
1801,SKT,12/16/2014 0:00,804,delta smelt,7061,Corophium,Corophiidae,amphipod,juvenile Corophium,2,,
1801,SKT,12/16/2014 0:00,804,delta smelt,7061,Corophium,Corophiidae,amphipod,juvenile Corophium,1.6,,
1801,SKT,12/16/2014 0:00,804,delta smelt,7061,Corophium,Corophiidae,amphipod,juvenile Corophium,1.9,,
1801,SKT,12/16/2014 0:00,804,delta smelt,7061,Corophium,Corophiidae,amphipod,juvenile Corophium,1.9,,
1803,SKT,12/16/2014 0:00,513,delta smelt,7063,Corophium,Corophiidae,amphipod,juvenile Corophium,2,Y,
1803,SKT,12/16/2014 0:00,513,delta smelt,7063,Corophium,Corophiidae,amphipod,juvenile Corophium,2,Y,
1803,SKT,12/16/2014 0:00,513,delta smelt,7063,Corophium,Corophiidae,amphipod,juvenile Corophium,1.8,,
1817,SKT,12/17/2014 0:00,715,delta smelt,7082,Corophium,Corophiidae,amphipod,juvenile Corophium,2,,
1817,SKT,12/17/2014 0:00,715,delta smelt,7082,Corophium,Corophiidae,amphipod,juvenile Corophium,1.6,,
1817,SKT,12/17/2014 0:00,715,delta smelt,7082,Corophium,Corophiidae,amphipod,juvenile Corophium,2,,
1817,SKT,12/17/2014 0:00,715,delta smelt,7082,Corophium,Corophiidae,amphipod,juvenile Corophium,2,,
1817,SKT,12/17/2014 0:00,715,delta smelt,7082,Corophium,Corophiidae,amphipod,juvenile Corophium,1.9,,
1818,SKT,12/17/2014 0:00,719,delta smelt,7083,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
1818,SKT,12/17/2014 0:00,719,delta smelt,7083,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
1821,SKT,12/18/2014 0:00,504,delta smelt,7086,Corophium,Corophiidae,amphipod,juvenile Corophium,1.8,,
1823,SKT,1/13/2015 0:00,801,delta smelt,7088,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
1824,SKT,1/13/2015 0:00,513,delta smelt,7089,Corophium,Corophiidae,amphipod,juvenile Corophium,1.9,,
1831,SKT,1/14/2015 0:00,719,delta smelt,7096,Corophium,Corophiidae,amphipod,juvenile Corophium,1.5,,
1881,SKT,12/16/2014 0:00,804,delta smelt,7062,Corophium,Corophiidae,amphipod,juvenile Corophium,1.9,,
1881,SKT,12/16/2014 0:00,804,delta smelt,7062,Corophium,Corophiidae,amphipod,juvenile Corophium,1.9,G,
1882,SKT,3/11/2015 0:00,719,delta smelt,7163,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
1882,SKT,3/11/2015 0:00,719,delta smelt,7163,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
1882,SKT,3/11/2015 0:00,719,delta smelt,7163,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
1885,SKT,5/6/2015 0:00,719,delta smelt,7166,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
1887,SKT,5/6/2015 0:00,719,delta smelt,7168,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
1904,GES,12/2/2014 0:00,706,delta smelt,335,Corophium,Corophiidae,amphipod,juvenile Corophium,1.4,,
1907,GES,12/2/2014 0:00,797,delta smelt,338,Corophium,Corophiidae,amphipod,juvenile Corophium,1.3,,
1907,GES,12/2/2014 0:00,797,delta smelt,338,Corophium,Corophiidae,amphipod,juvenile Corophium,1.3,G,
2036,GES,9/25/2014 0:00,705,delta smelt,292,Corophium,Corophiidae,amphipod,juvenile Corophium,1.7,U,
2049,GES,9/25/2014 0:00,705,delta smelt,305,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
2058,GES,9/25/2014 0:00,705,delta smelt,314,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
2065,STN,6/18/2015 0:00,719,delta smelt,7171,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
2069,STN,7/1/2015 0:00,719,delta smelt,7175,Corophium,Corophiidae,amphipod,juvenile Corophium,1.3,,
2074,STN,7/1/2015 0:00,719,delta smelt,7180,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
2074,STN,7/1/2015 0:00,719,delta smelt,7180,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
2074,STN,7/1/2015 0:00,719,delta smelt,7180,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
2074,STN,7/1/2015 0:00,719,delta smelt,7180,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,G,
2074,STN,7/1/2015 0:00,719,delta smelt,7180,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,G,
2074,STN,7/1/2015 0:00,719,delta smelt,7180,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,G,
2075,STN,7/1/2015 0:00,719,delta smelt,7181,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
2075,STN,7/1/2015 0:00,719,delta smelt,7181,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
2075,STN,7/1/2015 0:00,719,delta smelt,7181,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
2115,STN,8/22/2017 0:00,602,delta smelt,7354,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
2117,STN,8/22/2017 0:00,602,delta smelt,7356,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
2122,STN,7/25/2017 0:00,602,delta smelt,7610,Corophium,Corophiidae,amphipod,juvenile Corophium,1.4,,
2122,STN,7/25/2017 0:00,602,delta smelt,7610,Corophium,Corophiidae,amphipod,juvenile Corophium,1.3,,
2122,STN,7/25/2017 0:00,602,delta smelt,7610,Corophium,Corophiidae,amphipod,juvenile Corophium,1.3,,
