Database,LogNumber,Project,GearType,Year,Month,Date,Station,SerialNumber,Species,Time,Depth,SurfaceTemperature,SurfaceConductivity,SurfacePPT,BottomTemperature,BottomConductivity,BottomPPT,Secchi,Turbidity,TotalBodyWeight,GutContents,ForkLength,TotalGutContentWeight,TotalNumberOfPrey,TotalPreyWeight,GutFullness,FullnessRank,DigestionRank,Acanthocyclops spp,Acartia spp,Acartia copepodid,Acartiella sinensis,Acartiella copepodid,Barnacle nauplii,Bosmina spp,Ceriodaphnia spp,Calanoid copepodid,Chironomid larvae,Clams,Copepod nauplii,Corophium type,Crab megalope,Crab zoea,Cumaceans,Cyclopoid copepodid,Daphnia spp,Diaphanosoma spp,Diaptomus spp,Diaptomus copepodid,Eurytemora spp,Eurytemora copepodid,Eurytemora nauplii,Fish eggs,Gammarus type,Harpacticoids,Hyperacanthomysis longirostris,Isopods,Limnoithona spp,Limnoithona copepodid,Longfin Smelt,Neomysis kadiakensis,Neomysis mercedis,Oithona davisae,Oithona copepodid,Osphranticum,Ostracods,Other calanoid,Other cladocera,Other cyclopoid,Other insect larvae,Other malacostraca,Other zooplankton,Pacific Herring,Palaemon,Prickly Sculpin,Pseudodiaptomus forbesi,Pseudodiaptomus marinus,Pseudodiaptomus spp,Pseudodiaptomus copepodid,Pseudodiaptomus nauplii,Sinocalanus spp,Sinocalanus copepodid,Sinocalanus nauplii,Synchaeta,Terrestrial invertebrates,Tortanus dextrilobatus,Tortanus spp,Tortanus copepodid,Tridentiger spp,Unid amphipod,Unid calanoid,Unid cladocera,Unid copepod,Unid cyclopoid,Unid fish,Unid mysids,Worm pieces
FLaSH,1101,SKT,KT,2013,2,2/7/2013,508,6196,Delta Smelt,8:05,14.3,9.9,568,0.26,,,,51,23,2.6469,Y,72,0.023,61,0.003691884,0.139479546,3,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,31,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FLaSH,1102,SKT,KT,2013,1,1/10/2013,602,6286,Delta Smelt,10:25,3,8.1,4432,2.34,,,,25,122,2.7903,Y,72,0.006,36,0.013321232,0.477412179,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,3,0,1,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
FLaSH,1103,SKT,KT,2013,1,1/9/2013,707,6209,Delta Smelt,9:56,10.4,7.6,242,0.1,,,,47,36,2.7092,Y,68,0.0457,204,0.008273298,0.305377898,4,3,10,0,0,0,0,0,0,19,0,0,0,0,1,0,0,0,5,85,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,1,0,0,0
FLaSH,1104,SKT,KT,2013,1,1/10/2013,519,6289,Delta Smelt,14:10,3.7,8.3,1649,0.81,,,,27,64,1.9122,Y,62,,384,0.015615568,0.816628393,4,1,99,0,0,1,0,0,0,9,0,0,0,0,1,0,0,1,114,92,0,4,0,19,7,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,2,0,0,0
FLaSH,1105,SKT,KT,2013,2,2/7/2013,606,6198,Delta Smelt,12:37,8.5,10,4587,2.43,,,,28,56,2.5237,Y,70,0.0129,13,0.000932238,0.036939323,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
FLaSH,1106,SKT,KT,2013,2,2/7/2013,606,6201,Delta Smelt,12:37,8.5,10,4587,2.43,,,,28,56,3.1901,Y,73,,117,0.0043309,0.135760634,3,2,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,36,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
FLaSH,1107,SKT,KT,2013,2,2/7/2013,606,6205,Delta Smelt,12:37,8.5,10,4587,2.43,,,,28,56,2.6284,Y,68,0.005,57,0.0022836,0.086881753,2,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,7,0,1,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,1,0,0,0
FLaSH,1108,SKT,KT,2013,2,2/7/2013,606,6358,Delta Smelt,12:37,8.5,10,4587,2.43,,,,28,56,2.9711,Y,73,,297,0.112921885,3.800676024,4,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,101,0,0,0,60,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,2,0,10,0,0
FLaSH,1109,SKT,KT,2013,2,2/7/2013,606,6359,Delta Smelt,12:37,8.5,10,4587,2.43,,,,28,56,1.835,Y,63,,69,0.004149041,0.226105801,3,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,14,0,0,0,29,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,0,0,0
FLaSH,1110,SKT,KT,2013,2,2/7/2013,610,6386,Delta Smelt,13:50,5.5,10.6,2787,1.42,,,,24,63,2.827,Y,70,0.0374,238,0.0074925,0.265033605,3,4,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,41,0,0,0,33,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,11,1,0,0,0
FLaSH,1111,SKT,KT,2013,2,2/7/2013,610,6388,Delta Smelt,13:50,5.5,10.6,2787,1.42,,,,24,63,3.0251,Y,70,0.0813,279,0.013993282,0.462572544,4,4,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,10,136,0,0,0,35,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,2,0,0,0
FLaSH,1112,SKT,KT,2013,2,2/7/2013,610,6389,Delta Smelt,13:50,5.5,10.6,2787,1.42,,,,24,63,3.6705,Y,75,0.0194,136,0.0050922,0.138733143,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0
FLaSH,1113,SKT,KT,2013,3,3/5/2013,508,6390,Delta Smelt,11:47,12.8,12.8,4618,2.44,,,,58,26,3.0988,Y,79,0.0409,162,0.159585277,5.149905672,4,4,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,44,0,2,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,2,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,14,0,2,9,0,0
FLaSH,1114,SKT,KT,2013,3,3/6/2013,704,6396,Delta Smelt,7:12,10.4,12,457,0.21,,,,58,17,2.9996,Y,75,0.0154,33,0.00152875,0.050965115,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
FLaSH,1115,SKT,KT,2013,3,3/6/2013,704,6397,Delta Smelt,7:12,10.4,12,457,0.21,,,,58,17,2.7928,Y,75,0.0229,54,0.010573105,0.378584389,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,1,0,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,4,1,0,0,0
FLaSH,1116,SKT,KT,2013,3,3/6/2013,704,6398,Delta Smelt,7:12,10.4,12,457,0.21,,,,58,17,2.0712,Y,70,0.0054,84,0.00313,0.151120124,2,2,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,4,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
FLaSH,1117,SKT,KT,2013,3,3/6/2013,704,6399,Delta Smelt,7:12,10.4,12,457,0.21,,,,58,17,3.0284,Y,79,0.0146,219,0.00754245,0.249057245,4,2,45,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,34,5,0,5,0,57,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,2,14,0,0,0
FLaSH,1118,SKT,KT,2013,3,3/6/2013,704,6400,Delta Smelt,7:12,10.4,12,457,0.21,,,,58,17,2.5686,Y,69,0.0241,14,0.0005895,0.022950245,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
FLaSH,1119,SKT,KT,2013,3,3/6/2013,704,6401,Delta Smelt,7:12,10.4,12,457,0.21,,,,58,17,2.528,Y,78,0.0097,24,0.0009454,0.037397152,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
FLaSH,1120,SKT,KT,2013,3,3/6/2013,704,6402,Delta Smelt,7:12,10.4,12,457,0.21,,,,58,17,2.2653,Y,75,0.0115,52,0.0023343,0.103045954,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,6,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
FLaSH,1121,SKT,KT,2013,3,3/6/2013,704,6403,Delta Smelt,7:12,10.4,12,457,0.21,,,,58,17,2.234,Y,71,,134,0.0042652,0.190922113,3,1,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39,1,0,3,0,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,0,0,0
FLaSH,1122,SKT,KT,2013,3,3/6/2013,706,6404,Delta Smelt,7:37,9.4,12,292,0.13,,,,68,12,2.5727,Y,73,,41,0.0017751,0.068997551,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
FLaSH,1123,SKT,KT,2013,3,3/6/2013,706,6405,Delta Smelt,7:37,9.4,12,292,0.13,,,,68,12,2.9288,Y,75,,57,0.0024551,0.08382614,2,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
FLaSH,1124,SKT,KT,2013,3,3/6/2013,706,6406,Delta Smelt,7:37,9.4,12,292,0.13,,,,68,12,1.9862,Y,63,0.0056,33,0.001597681,0.080439093,1,4,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,6,0,1,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
FLaSH,1125,SKT,KT,2013,3,3/6/2013,706,6407,Delta Smelt,7:37,9.4,12,292,0.13,,,,68,12,2.8903,Y,72,0.0086,38,0.002461378,0.085159941,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,6,0,2,0,12,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
FLaSH,1126,SKT,KT,2013,3,3/6/2013,706,6408,Delta Smelt,7:37,9.4,12,292,0.13,,,,68,12,2.5814,Y,68,0.0082,50,0.002422021,0.093825877,2,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,2,0,17,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0
FLaSH,1127,SKT,KT,2013,3,3/6/2013,706,6409,Delta Smelt,7:37,9.4,12,292,0.13,,,,68,12,3.4915,Y,77,0.0175,48,0.0018952,0.054280395,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,2,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0
FLaSH,1128,SKT,KT,2013,3,3/6/2013,706,6410,Delta Smelt,7:37,9.4,12,292,0.13,,,,68,12,3.6702,Y,79,0.0062,48,0.001785521,0.048649152,2,4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,4,0,0,0,14,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
FLaSH,1129,SKT,KT,2013,3,3/7/2013,519,6450,Delta Smelt,13:06,2.1,13.8,4509,2.38,,,,39,24,3.1741,Y,78,0.0137,126,0.0046139,0.14536089,2,3,18,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,39,12,0,6,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,0,0,0,0
FLaSH,1130,SKT,KT,2013,3,3/7/2013,519,6451,Delta Smelt,13:06,2.1,13.8,4509,2.38,,,,39,24,3.2718,Y,81,0.0152,80,0.003708,0.113332111,2,4,7,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,3,9,0,2,0,35,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0
FLaSH,1131,SKT,KT,2013,3,3/7/2013,519,6452,Delta Smelt,13:06,2.1,13.8,4509,2.38,,,,39,24,2.8388,Y,75,0.0162,159,0.008888604,0.313111311,3,3,18,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,32,18,0,5,0,49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,0,0,0,0
FLaSH,1132,SKT,KT,2013,3,3/7/2013,519,6453,Delta Smelt,13:06,2.1,13.8,4509,2.38,,,,39,24,2.5048,Y,68,0.0152,98,0.0037136,0.148259342,3,4,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,34,24,0,6,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0
FLaSH,1133,SKT,KT,2013,3,3/7/2013,606,6441,Delta Smelt,8:50,8.5,12.5,6960,3.8,,,,22,49,3.7054,Y,81,,685,0.071522804,1.930231661,4,4,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,236,0,0,0,68,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,5,1,0
FLaSH,1134,SKT,KT,2013,3,3/7/2013,606,6442,Delta Smelt,8:50,8.5,12.5,6960,3.8,,,,22,49,3.0463,Y,70,0.0396,165,0.0073012,0.239674359,4,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,128,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
FLaSH,1135,SKT,KT,2013,3,3/7/2013,606,6443,Delta Smelt,8:50,8.5,12.5,6960,3.8,,,,22,49,3.6938,Y,77,0.028,376,0.041690748,1.128668243,3,2,55,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,245,26,0,0,0,15,4,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,5,0,0
FLaSH,1136,SKT,KT,2013,3,3/7/2013,606,6444,Delta Smelt,8:50,8.5,12.5,6960,3.8,,,,22,49,2.2696,Y,70,0.0215,276,0.013347583,0.588102891,3,2,29,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,193,37,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,1,0,0
FLaSH,1137,SKT,KT,2013,3,3/7/2013,606,6449,Delta Smelt,8:50,8.5,12.5,6960,3.8,,,,22,49,4.3268,Y,84,0.0458,237,0.02832775,0.6547044,3,3,68,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,109,14,0,0,0,5,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,8,3,0,0
FLaSH,1138,SKT,KT,2013,3,3/7/2013,606,6446,Delta Smelt,8:50,8.5,12.5,6960,3.8,,,,22,49,3.2194,Y,70,,226,0.052275437,1.623763341,4,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,88,0,0,0,15,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,36,0,0,6,0,0
FLaSH,1139,SKT,KT,2013,3,3/7/2013,609,6413,Delta Smelt,8:02,11.6,12.6,4320,2.28,,,,20,97,4.5755,Y,78,0.0025,58,0.005053073,0.110437616,2,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,2,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0
FLaSH,1140,SKT,KT,2013,3,3/7/2013,609,6414,Delta Smelt,8:02,11.6,12.6,4320,2.28,,,,20,97,3.1008,Y,76,,63,0.0032914,0.106146801,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26,7,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FLaSH,1141,SKT,KT,2013,3,3/7/2013,609,6415,Delta Smelt,8:02,11.6,12.6,4320,2.28,,,,20,97,2.5352,Y,67,0.0136,103,0.006169822,0.243366289,2,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,38,6,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
FLaSH,1142,SKT,KT,2013,3,3/7/2013,609,6440,Delta Smelt,8:02,11.6,12.6,4320,2.28,,,,20,97,2.9194,Y,72,,75,0.002928884,0.100324847,2,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,1,0,0,0,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FLaSH,1143,SKT,KT,2013,3,3/7/2013,610,6411,Delta Smelt,7:26,4.6,11.9,3634,1.89,,,,48,32,3.5731,Y,84,0.0394,91,0.004255184,0.11908941,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,39,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,0,0,0,0,0
FLaSH,1144,SKT,KT,2013,3,3/7/2013,610,6412,Delta Smelt,7:26,4.6,11.9,3634,1.89,,,,48,32,3.3445,Y,74,,37,0.0017309,0.051753625,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
FLaSH,1145,SKT,KT,2013,4,4/4/2013,704,6466,Delta Smelt,9:16,10.1,16.4,269,0.12,,,,72,14,4.837,Y,88,0.0138,5,0.000580031,0.01199155,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLaSH,1146,SKT,KT,2013,4,4/4/2013,704,6467,Delta Smelt,9:16,10.1,16.4,269,0.12,,,,72,14,3.5096,Y,80,0.0109,12,0.000866231,0.024681766,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLaSH,1148,SKT,KT,2013,4,4/4/2013,704,6469,Delta Smelt,9:16,10.1,16.4,269,0.12,,,,72,14,3.4213,Y,78,0.01,6,0.0003756,0.010978283,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLaSH,1149,SKT,KT,2013,4,4/4/2013,704,6470,Delta Smelt,9:16,10.1,16.4,269,0.12,,,,72,14,3.5438,Y,70,0.0111,10,0.001629618,0.045985035,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLaSH,1151,SKT,KT,2013,4,4/4/2013,704,6472,Delta Smelt,9:16,10.1,16.4,269,0.12,,,,72,14,3.6336,Y,76,0.0025,3,0.003621028,0.09965402,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLaSH,1152,SKT,KT,2013,4,4/4/2013,704,6473,Delta Smelt,9:16,10.1,16.4,269,0.12,,,,72,14,3.2288,Y,76,0.0066,2,0.000459131,0.014219873,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLaSH,1153,SKT,KT,2013,4,4/4/2013,704,6474,Delta Smelt,9:16,10.1,16.4,269,0.12,,,,72,14,3.1843,Y,74,,2,0.00431714,0.135575797,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLaSH,1154,SKT,KT,2013,4,4/4/2013,704,6475,Delta Smelt,9:16,10.1,16.4,269,0.12,,,,72,14,3.7519,Y,76,0.0079,5,0.01291742,0.344290101,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
FLaSH,1155,SKT,KT,2013,4,4/4/2013,719,6476,Delta Smelt,9:47,10.4,16.4,476,0.21,,,,62,15,2.5726,Y,68,0.0151,179,0.011518424,0.447734752,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,146,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
FLaSH,1156,SKT,KT,2013,4,4/4/2013,716,6477,Delta Smelt,10:37,9.1,17,240,0.1,,,,75,15,3.6051,Y,65,0.0145,89,0.007152095,0.19838825,2,4,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6,2,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,9,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,0
FLaSH,1157,SKT,KT,2013,4,4/4/2013,716,6478,Delta Smelt,10:37,9.1,17,240,0.1,,,,75,15,3.6499,Y,79,0.0229,262,0.015639494,0.428491028,4,3,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,12,0,8,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,172,0,0,0,0,0,0,0,0,0,19,5,3,2,0,0,0
