"Year","Month","Region","latitude","longitude","Database","LogNumber","Project","Date","Station","SerialNumber","Species","SurfaceTemperature","SurfaceConductivity","SurfacePPT","Secchi","Turbidity","ForkLength","TotalBodyWeight","GutContents","Acanthocyclops spp","Acartia spp","Acartia copepodid","Acartiella sinensis","Acartiella copepodid","Barnacle nauplii","Bosmina spp","Ceriodaphnia spp","Calanoid copepodid","Chironomid larvae","Clams","Copepod nauplii","Corophium type","Crab megalope","Crab zoea","Cumaceans","Cyclopoid copepodid","Daphnia spp","Diaphanosoma spp","Diaptomus spp","Diaptomus copepodid","Eurytemora spp","Eurytemora copepodid","Eurytemora nauplii","Fish eggs","Gammarus type","Harpacticoids","Hyperacanthomysis longirostris","Isopods","Limnoithona spp","Limnoithona copepodid","Longfin Smelt","Neomysis kadiakensis","Neomysis mercedis","Oithona davisae","Oithona copepodid","Osphranticum","Ostracods","Other calanoid","Other cladocera","Other cyclopoid","Other insect larvae","Other malacostraca","Other zooplankton","Pacific Herring","Palaemon","Prickly Sculpin","Pseudodiaptomus forbesi","Pseudodiaptomus marinus","Pseudodiaptomus spp","Pseudodiaptomus copepodid","Pseudodiaptomus nauplii","Sinocalanus spp","Sinocalanus copepodid","Sinocalanus nauplii","Synchaeta","Terrestrial invertebrates","Tortanus dextrilobatus","Tortanus spp","Tortanus copepodid","Tridentiger spp","Unid amphipod","Unid calanoid","Unid cladocera","Unid copepod","Unid cyclopoid","Unid fish","Unid mysids","Nippoleucon hinumensis","Diacyclops spp","Eucyclops spp","Other rotifer"
2014,3,"Lower",38.20712,-121.66008,"FLaSH",1505,"SKT",2014-03-12,"713","559","Delta Smelt",14.5,254,0.11,35,38,70,2.1643,"Y",2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0
2012,4,"Lower",38.22295,-121.67362,"FLaSH",647,"SKT",2012-04-04,"715","4925","Delta Smelt",13.4,312,0.14,34,42,72,2.9663,"Y",4,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,8,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
2013,1,"Lower",38.22295,-121.67362,"FLaSH",1080,"SKT",2013-01-09,"715","6259","Delta Smelt",7.8,237,0.1,42,34,63,1.6571,"Y",32,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,3,46,0,28,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,48,0,2,0,0,0,0,0,0
2014,2,"Lower",38.22295,-121.67362,"FLaSH",1490,"SKT",2014-02-12,"715","362","Delta Smelt",11.8,269,0.12,45,24,59,1.6339,"Y",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,33,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
2012,3,"Lower",38.22295,-121.67362,"FLaSH",528,"SKT",2012-03-08,"715","4657","Delta Smelt",10.9,315,0.14,32,43,68,2.6595,"Y",5,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,11,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,16,0,0,0,0,0,4,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
2012,3,"Lower",38.22295,-121.67362,"FLaSH",527,"SKT",2012-03-08,"715","4653","Delta Smelt",10.9,315,0.14,32,43,68,2.1167,"Y",11,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0
2012,3,"Lower",38.22295,-121.67362,"FLaSH",523,"SKT",2012-03-08,"715","4645","Delta Smelt",10.9,315,0.14,32,43,67,2.4663,"Y",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,1,"Lower",38.22295,-121.67362,"FLaSH",391,"SKT",2012-01-19,"715","4103","Delta Smelt",8.2,219,0.09,82,11,68,2.0204,"Y",0,0,0,0,0,0,1,9,0,1,0,0,1,0,0,0,0,50,0,23,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0
2012,4,"Lower",38.22295,-121.67362,"FLaSH",650,"SKT",2012-04-04,"715","4927","Delta Smelt",13.4,312,0.14,34,42,67,2.7536,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,1,"Lower",38.22295,-121.67362,"FLaSH",1473,"SKT",2014-01-15,"715","149","Delta Smelt",9.2,236,0.1,89,10,68,2.3482,"Y",6,0,0,0,0,0,0,4,0,1,0,0,2,0,0,0,31,18,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,22,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2013,1,"Lower",38.22295,-121.67362,"FLaSH",1077,"SKT",2013-01-09,"715","6256","Delta Smelt",7.8,237,0.1,42,34,67,2.2235,"Y",23,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,3,97,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0
2016,2,"Lower",38.22295,-121.67362,"FLaSH",2173,"SKT",2016-02-10,"715","7274","Delta Smelt",10.9,271,0.12,58,23,67,2.1038,"Y",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,5,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
2012,3,"Lower",38.22295,-121.67362,"FLaSH",529,"SKT",2012-03-08,"715","4661","Delta Smelt",10.9,315,0.14,32,43,66,2.0696,"Y",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012,4,"Lower",38.22295,-121.67362,"FLaSH",651,"SKT",2012-04-04,"715","4924","Delta Smelt",13.4,312,0.14,34,42,69,2.6316,"Y",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,4,"Lower",38.22295,-121.67362,"FLaSH",649,"SKT",2012-04-04,"715","4926","Delta Smelt",13.4,312,0.14,34,42,66,2.2402,"Y",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,"Lower",38.22295,-121.67362,"FLaSH",1079,"SKT",2013-01-09,"715","6258","Delta Smelt",7.8,237,0.1,42,34,64,1.9403,"Y",4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,68,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,53,0,0,0,0,0,0,0,0
2012,3,"Lower",38.22295,-121.67362,"FLaSH",522,"SKT",2012-03-08,"715","4642","Delta Smelt",10.9,315,0.14,32,43,73,2.8954,"Y",3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,17,0,0,0,0,0,1,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,6,0,3,2,0,0,0,0,0
2014,1,"Lower",38.22295,-121.67362,"FLaSH",1470,"SKT",2014-01-15,"715","146","Delta Smelt",9.2,236,0.1,89,10,66,2.0584,"Y",8,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,20,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2012,1,"Lower",38.22295,-121.67362,"FLaSH",392,"SKT",2012-01-19,"715","4104","Delta Smelt",8.2,219,0.09,82,11,62,1.5554,"Y",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,80,0,13,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
2014,12,"Lower",38.22295,-121.67362,"FLaSH",1817,"SKT",2014-12-17,"715","7082","Delta Smelt",11.7,182,0.08,10,150,61,1.5385,"Y",7,0,0,0,0,0,3,197,0,0,0,0,6,0,0,0,0,97,0,19,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,13,0,0,6,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0
2017,3,"Lower",38.22295,-121.67362,"FLaSH",2157,"SKT",2017-03-08,"715","A32","Delta Smelt",10.7,236,0.1,22,63,74,3.0681,"Y",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0
2012,4,"Lower",38.22295,-121.67362,"FLaSH",682,"SKT",2012-04-04,"715","4928","Delta Smelt",13.4,312,0.14,34,42,61,2.0525,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0
2012,3,"Lower",38.22295,-121.67362,"FLaSH",526,"SKT",2012-03-08,"715","4651","Delta Smelt",10.9,315,0.14,32,43,65,1.941,"Y",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,4,"Lower",38.22295,-121.67362,"FLaSH",1601,"SKT",2014-04-08,"715","582","Delta Smelt",15.8,253,0.11,72,11,74,2.8719,"Y",3,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,4,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,1,"Lower",38.22295,-121.67362,"FLaSH",2170,"SKT",2016-01-13,"715","7271","Delta Smelt",9.3,195,0.08,36,40,68,2.2912,"Y",6,0,0,0,0,0,0,4,1,2,0,0,1,0,0,0,3,34,0,85,0,21,1,0,0,12,0,0,0,0,0,0,0,0,0,0,55,0,0,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,0,0,0,0,0,0
2012,5,"Lower",38.22295,-121.67362,"FLaSH",1256,"SKT",2012-05-02,"715","5073","Delta Smelt",17.4,290,0.13,39,26,72,2.841,"Y",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,103,9,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0
2012,3,"Lower",38.22295,-121.67362,"FLaSH",520,"SKT",2012-03-08,"715","4641","Delta Smelt",10.9,315,0.14,32,43,64,2.1845,"Y",4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,3,"Lower",38.22295,-121.67362,"FLaSH",525,"SKT",2012-03-08,"715","4649","Delta Smelt",10.9,315,0.14,32,43,63,2.0413,"Y",3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2014,1,"Lower",38.22295,-121.67362,"FLaSH",1472,"SKT",2014-01-15,"715","148","Delta Smelt",9.2,236,0.1,89,10,66,1.9452,"Y",8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,81,6,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
2015,2,"Lower",38.22295,-121.67362,"FLaSH",1861,"SKT",2015-02-11,"715","7139","Delta Smelt",13.1,231,0.1,8,360,68,2.2183,"Y",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2013,1,"Lower",38.22295,-121.67362,"FLaSH",1078,"SKT",2013-01-09,"715","6257","Delta Smelt",7.8,237,0.1,42,34,73,3.1216,"Y",3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,124,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0
2017,3,"Lower",38.22295,-121.67362,"FLaSH",2156,"SKT",2017-03-08,"715","A31","Delta Smelt",10.7,236,0.1,22,63,70,2.7893,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,4,"Lower",38.22295,-121.67362,"FLaSH",648,"SKT",2012-04-04,"715","4922","Delta Smelt",13.4,312,0.14,34,42,73,2.9289,"Y",3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017,3,"Lower",38.22295,-121.67362,"FLaSH",2158,"SKT",2017-03-08,"715","A33","Delta Smelt",10.7,236,0.1,22,63,58,1.3354,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
2014,1,"Lower",38.22295,-121.67362,"FLaSH",1471,"SKT",2014-01-15,"715","147","Delta Smelt",9.2,236,0.1,89,10,73,2.3801,"Y",5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,78,10,0,4,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,12,19,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
2014,2,"Lower",38.22295,-121.67362,"FLaSH",1491,"SKT",2014-02-12,"715","363","Delta Smelt",11.8,269,0.12,45,24,63,1.8004,"Y",4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0
2014,1,"Lower",38.22295,-121.67362,"FLaSH",1469,"SKT",2014-01-15,"715","145","Delta Smelt",9.2,236,0.1,89,10,56,1.3061,"Y",10,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,26,4,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,0,0,0,0,0,0,0
2012,5,"Lower",38.22295,-121.67362,"FLaSH",1255,"SKT",2012-05-02,"715","5071","Delta Smelt",17.4,290,0.13,39,26,78,3.7914,"Y",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,196,11,0,0,0,0,0,0,0,0,20,0,0,1,0,0,0,0,0,0
2014,3,"Lower",38.22295,-121.67362,"FLaSH",1508,"SKT",2014-03-12,"715","557","Delta Smelt",14.5,255,0.11,28,40,62,1.8243,"Y",5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,16,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
2012,3,"Lower",38.22295,-121.67362,"FLaSH",517,"SKT",2012-03-08,"715","4640","Delta Smelt",10.9,315,0.14,32,43,65,1.9781,"Y",3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,0,0,0,0,0,4,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0
2012,4,"Lower",38.22295,-121.67362,"FLaSH",683,"SKT",2012-04-04,"715","4929","Delta Smelt",13.4,312,0.14,34,42,70,2.5986,"Y",1,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,36,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0
2012,1,"Lower",38.22295,-121.67362,"FLaSH",390,"SKT",2012-01-19,"715","4102","Delta Smelt",8.2,219,0.09,82,11,67,2.0271,"Y",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
2014,3,"Lower",38.22295,-121.67362,"FLaSH",1507,"SKT",2014-03-12,"715","556","Delta Smelt",14.5,255,0.11,28,40,78,2.8096,"Y",5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,43,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,16,0,0,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0
2014,3,"Lower",38.22295,-121.67362,"FLaSH",1506,"SKT",2014-03-12,"715","555","Delta Smelt",14.5,255,0.11,28,40,65,2.1574,"Y",6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,19,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,0,0,0,0,0,0
2012,3,"Lower",38.22295,-121.67362,"FLaSH",524,"SKT",2012-03-08,"715","4646","Delta Smelt",10.9,315,0.14,32,43,68,2.2434,"Y",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
2012,4,"Lower",38.22295,-121.67362,"FLaSH",681,"SKT",2012-04-04,"715","4923","Delta Smelt",13.4,312,0.14,34,42,69,2.426,"Y",0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
2017,3,"Lower",38.22295,-121.67362,"FLaSH",2155,"SKT",2017-03-08,"715","A30","Delta Smelt",10.7,236,0.1,22,63,77,4.2105,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,3,"Lower",38.22295,-121.67362,"FLaSH",1595,"SKT",2014-03-12,"715","558","Delta Smelt",14.5,255,0.11,28,40,65,2.6298,"Y",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57,0,46,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,28,0,0,0,0,0,0,0,0
2012,5,"Lower",38.22295,-121.67362,"FLaSH",1254,"SKT",2012-05-02,"715","5070","Delta Smelt",17.4,290,0.13,39,26,79,3.709,"Y",1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,34,0,0,0,0,128,5,0,0,1,0,0,0,0,1,9,1,23,1,0,0,0,0,0,0
2012,4,"Lower",38.22295,-121.67362,"FLaSH",680,"SKT",2012-04-04,"715","4921","Delta Smelt",13.4,312,0.14,34,42,69,2.2788,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2012,3,"Lower",38.33428,-121.64733,"FLaSH",542,"SKT",2012-03-08,"719","4709","Delta Smelt",11.9,554,0.25,25,40,64,2.265,"Y",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,105,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2012,3,"Lower",38.33428,-121.64733,"FLaSH",543,"SKT",2012-03-08,"719","4710","Delta Smelt",11.9,554,0.25,25,40,73,2.4497,"Y",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,122,0,0,0,0,0,0,0,0,0,12,0,0,4,0,0,0,0,0,0
2013,1,"Lower",38.33428,-121.64733,"FLaSH",1049,"SKT",2013-01-09,"719","6217","Delta Smelt",8.1,469,0.21,22,74,64,1.6482,"Y",2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,1,"Lower",38.33428,-121.64733,"FLaSH",406,"SKT",2012-01-19,"719","4210","Delta Smelt",7.8,362,0.16,36,30,64,1.7917,"Y",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,0,32,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
2014,4,"Lower",38.33428,-121.64733,"FLaSH",1611,"SKT",2014-04-08,"719","599","Delta Smelt",16.6,486,0.22,53,18,61,1.903,"Y",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,204,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2017,1,"Lower",38.33428,-121.64733,"FLaSH",2135,"SKT",2017-01-11,"719","A5","Delta Smelt",9.7,222,0.09,37,34,68,2.1892,"Y",5,0,0,0,0,0,4,30,0,0,0,0,0,0,0,0,25,89,0,12,16,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,4,38,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,11,0,0,0,0,0,0
2012,2,"Lower",38.33428,-121.64733,"FLaSH",485,"SKT",2012-02-15,"719","4512","Delta Smelt",10.6,386,0.17,36,31,72,2.7693,"Y",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,13,0,0,1,0,37,0,0,0,0,0,0,0,0,0,6,0,2,1,0,0,0,0,0,0
2016,4,"Lower",38.33428,-121.64733,"FLaSH",2190,"SKT",2016-04-04,"719","7291","Delta Smelt",16.9,616,0.28,37,NA,72,3.0267,"Y",3,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,5,1,5,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,147,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
